
These predictions were generated by MoorDyn (v2.2.22024-01-16) on 02-Jan-2025 at 09:52:46.

 
 
 
      Time        FAIRTEN1        FAIRTEN2        FAIRTEN3        FAIRTEN4        FAIRTEN5        FAIRTEN6        ANCHTEN1        ANCHTEN2        ANCHTEN3        ANCHTEN4        ANCHTEN5        ANCHTEN6            P1FX            P1FY            P1FZ            P2FX            P2FY            P2FZ            P3FX            P3FY            P3FZ            P4FX            P4FY            P4FZ            P5FX            P5FY            P5FZ            P6FX            P6FY            P6FZ            P7FX            P7FY            P7FZ            P7PX            P7PY            P7PZ            P8FX            P8FY            P8FZ            P8PX            P8PY            P8PZ            P9FX            P9FY            P9FZ            P9PX            P9PY            P9PZ           P10FX           P10FY           P10FZ           P10PX           P10PY           P10PZ           P11FX           P11FY           P11FZ           P11PX           P11PY           P11PZ           P12FX           P12FY           P12FZ           P12PX           P12PY           P12PZ          L1N1PZ          L1N2PZ          L1N3PZ          L1N4PZ          L1N5PZ          L1N6PZ          L1N7PZ          L1N8PZ          L1N9PZ         L1N10PZ         L1N11PZ         L1N12PZ         L1N13PZ         L1N14PZ         L1N15PZ         L1N16PZ         L1N17PZ         L1N18PZ         L1N19PZ         L1N20PZ         L1N21PZ         L1N22PZ         L1N23PZ         L1N24PZ         L1N25PZ         L1N26PZ         L1N27PZ         L1N28PZ         L1N29PZ         L1N30PZ          L2N1PZ          L2N2PZ          L2N3PZ          L2N4PZ          L2N5PZ          L2N6PZ          L2N7PZ          L2N8PZ          L2N9PZ         L2N10PZ         L2N11PZ         L2N12PZ         L2N13PZ         L2N14PZ         L2N15PZ         L2N16PZ         L2N17PZ         L2N18PZ         L2N19PZ         L2N20PZ         L2N21PZ         L2N22PZ         L2N23PZ         L2N24PZ         L2N25PZ         L2N26PZ         L2N27PZ         L2N28PZ         L2N29PZ         L2N30PZ
       (s)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (m)             (m)             (m)             (N)             (N)             (N)             (m)             (m)             (m)             (N)             (N)             (N)             (m)             (m)             (m)             (N)             (N)             (N)             (m)             (m)             (m)             (N)             (N)             (N)             (m)             (m)             (m)             (N)             (N)             (N)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)
    0.0000   6.0768236E+05   5.3144502E+05   6.0768236E+05   2.1375523E+05   2.2846196E+05   2.1375523E+05   3.9030213E+05   3.0456420E+05   3.9030213E+05   1.4653254E+04   1.7491779E+04   1.4653254E+04   3.6238533E+05   1.4417287E+05  -1.5060046E+04   3.0423044E+05   0.0000000E+00  -1.4254551E+04   3.6238533E+05  -1.4417287E+05  -1.5060046E+04   1.7667352E+02  -7.4861660E+01  -1.4651997E+04   1.0608564E+04   0.0000000E+00  -1.3907578E+04   1.7667352E+02   7.4861660E+01  -1.4651997E+04  -3.6728022E+05  -1.1844852E+05  -4.6941776E+05  -1.4000000E+01   0.0000000E+00  -1.0000000E+01  -3.2165118E+05   0.0000000E+00  -4.2305357E+05  -1.4000000E+01   0.0000000E+00  -1.0000000E+01  -3.6728022E+05   1.1844852E+05  -4.6941776E+05  -1.4000000E+01   0.0000000E+00  -1.0000000E+01  -3.5828453E+04  -6.5071099E+03  -2.1063067E+05   5.4000000E+01   0.0000000E+00  -1.0000000E+01  -4.0557260E+04   0.0000000E+00  -2.2483322E+05   5.4000000E+01   0.0000000E+00  -1.0000000E+01  -3.5828453E+04   6.5071099E+03  -2.1063067E+05   5.4000000E+01   0.0000000E+00  -1.0000000E+01  -5.0005577E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005652E+01  -5.0005624E+01  -5.0003504E+01  -4.9846302E+01  -4.9264881E+01  -4.8281870E+01  -4.6933203E+01  -4.5236679E+01  -4.3208347E+01  -4.0878101E+01  -3.8270863E+01  -3.5407871E+01  -3.2312051E+01  -2.9006316E+01  -2.5504179E+01  -2.1835474E+01  -1.8015164E+01  -1.4066796E+01  -1.0000000E+01  -5.0005579E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005632E+01  -5.0004164E+01  -4.9892909E+01  -4.9297828E+01  -4.8281076E+01  -4.6904309E+01  -4.5185380E+01  -4.3125038E+01  -4.0757431E+01  -3.8118465E+01  -3.5224710E+01  -3.2107170E+01  -2.8801048E+01  -2.5305967E+01  -2.1656347E+01  -1.7871780E+01  -1.3983363E+01  -1.0000000E+01
    0.0030   6.0421435E+05   5.2576547E+05   6.0421317E+05   2.1765463E+05   2.3247249E+05   2.1765478E+05   3.9091164E+05   3.0268550E+05   3.9091164E+05   1.4653228E+04   1.7497588E+04   1.4653228E+04   3.6295682E+05   1.4438639E+05  -1.5060680E+04   3.0234976E+05   0.0000000E+00  -1.4252492E+04   3.6295682E+05  -1.4438639E+05  -1.5060680E+04   1.7465519E+02  -7.4006438E+01  -1.4652000E+04   1.0618152E+04   0.0000000E+00  -1.3907567E+04   1.7465519E+02   7.4006438E+01  -1.4652000E+04  -3.6515020E+05  -1.1778216E+05  -4.6676298E+05  -1.4000000E+01   1.0654845E-09  -1.0000002E+01  -3.1815890E+05  -1.0897962E-04  -4.1857406E+05  -1.4000000E+01   1.0654845E-09  -1.0000002E+01  -3.6514947E+05   1.1778192E+05  -4.6676208E+05  -1.4000000E+01   1.0654845E-09  -1.0000002E+01  -3.6507583E+04  -6.6313449E+03  -2.1446855E+05   5.4000000E+01  -8.7009957E-10  -9.9999987E+00  -4.1291847E+04   3.7615967E-05  -2.2877596E+05   5.4000000E+01  -8.7009957E-10  -9.9999987E+00  -3.6507610E+04   6.6313500E+03  -2.1446870E+05   5.4000000E+01  -8.7009957E-10  -9.9999987E+00  -5.0005577E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005652E+01  -5.0005624E+01  -5.0003503E+01  -4.9846281E+01  -4.9264808E+01  -4.8281861E+01  -4.6933290E+01  -4.5236800E+01  -4.3208546E+01  -4.0878415E+01  -3.8271237E+01  -3.5408186E+01  -3.2312289E+01  -2.9006416E+01  -2.5504165E+01  -2.1835357E+01  -1.8015025E+01  -1.4066704E+01  -1.0000002E+01  -5.0005579E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005632E+01  -5.0004167E+01  -4.9892690E+01  -4.9297373E+01  -4.8280713E+01  -4.6904041E+01  -4.5185124E+01  -4.3125298E+01  -4.0757846E+01  -3.8119009E+01  -3.5225238E+01  -3.2107506E+01  -2.8800961E+01  -2.5305763E+01  -2.1656064E+01  -1.7871562E+01  -1.3983223E+01  -1.0000002E+01
    0.0060   6.0379760E+05   5.2359913E+05   6.0379727E+05   2.1765621E+05   2.3255867E+05   2.1765621E+05   3.9146775E+05   3.0100313E+05   3.9146775E+05   1.4653202E+04   1.7503817E+04   1.4653202E+04   3.6347867E+05   1.4458013E+05  -1.5061257E+04   3.0066560E+05 ***************  -1.4250650E+04   3.6347867E+05  -1.4458013E+05  -1.5061257E+04   1.7264242E+02  -7.3153570E+01  -1.4652002E+04   1.0628430E+04 ***************  -1.3907555E+04   1.7264242E+02   7.3153570E+01  -1.4652002E+04  -3.6489969E+05  -1.1772184E+05  -4.6643469E+05  -1.3999998E+01   3.1819425E-09  -1.0000009E+01  -3.1683786E+05  -3.2335008E-04  -4.1685708E+05  -1.3999998E+01   3.1819425E-09  -1.0000009E+01  -3.6489949E+05   1.1772177E+05  -4.6643444E+05  -1.3999998E+01   3.1819425E-09  -1.0000009E+01  -3.6486060E+04  -6.6283056E+03  -2.1447391E+05   5.4000002E+01  -2.4415134E-09  -9.9999952E+00  -4.1285346E+04   1.0555170E-04  -2.2886471E+05   5.4000002E+01  -2.4415134E-09  -9.9999952E+00  -3.6486061E+04   6.6283059E+03  -2.1447391E+05   5.4000002E+01  -2.4415134E-09  -9.9999952E+00  -5.0005577E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005652E+01  -5.0005624E+01  -5.0003502E+01  -4.9846256E+01  -4.9264733E+01  -4.8281852E+01  -4.6933377E+01  -4.5236920E+01  -4.3208745E+01  -4.0878730E+01  -3.8271610E+01  -3.5408500E+01  -3.2312526E+01  -2.9006512E+01  -2.5504151E+01  -2.1835240E+01  -1.8014888E+01  -1.4066614E+01  -1.0000009E+01  -5.0005579E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005632E+01  -5.0004171E+01  -4.9892466E+01  -4.9296922E+01  -4.8280358E+01  -4.6903779E+01  -4.5184870E+01  -4.3125560E+01  -4.0758266E+01  -3.8119555E+01  -3.5225767E+01  -3.2107846E+01  -2.8800873E+01  -2.5305561E+01  -2.1655784E+01  -1.7871350E+01  -1.3983089E+01  -1.0000009E+01
    0.0090   6.0246324E+05   5.2071640E+05   6.0246263E+05   2.1970859E+05   2.3529181E+05   2.1970860E+05   3.9196615E+05   2.9952854E+05   3.9196615E+05   1.4653176E+04   1.7510342E+04   1.4653176E+04   3.6394685E+05   1.4475252E+05  -1.5061774E+04   2.9918943E+05 ***************  -1.4249037E+04   3.6394685E+05  -1.4475252E+05  -1.5061774E+04   1.7063516E+02  -7.2303033E+01  -1.4652005E+04   1.0639188E+04 ***************  -1.3907543E+04   1.7063516E+02   7.2303033E+01  -1.4652005E+04  -3.6408437E+05  -1.1747916E+05  -4.6540646E+05  -1.3999997E+01   6.1142837E-09  -1.0000019E+01  -3.1507352E+05  -6.1781540E-04  -4.1457719E+05  -1.3999997E+01   6.1142837E-09  -1.0000019E+01  -3.6408400E+05   1.1747904E+05  -4.6540600E+05  -1.3999997E+01   6.1142837E-09  -1.0000019E+01  -3.6832530E+04  -6.6921038E+03  -2.1649583E+05   5.4000003E+01  -3.9599949E-09  -9.9999893E+00  -4.1777897E+04   1.7327781E-04  -2.3155311E+05   5.4000003E+01  -3.9599949E-09  -9.9999893E+00  -3.6832531E+04   6.6921044E+03  -2.1649584E+05   5.4000003E+01  -3.9599949E-09  -9.9999893E+00  -5.0005577E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005652E+01  -5.0005624E+01  -5.0003501E+01  -4.9846226E+01  -4.9264656E+01  -4.8281845E+01  -4.6933466E+01  -4.5237040E+01  -4.3208945E+01  -4.0879045E+01  -3.8271983E+01  -3.5408813E+01  -3.2312763E+01  -2.9006607E+01  -2.5504137E+01  -2.1835122E+01  -1.8014753E+01  -1.4066525E+01  -1.0000019E+01  -5.0005579E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005633E+01  -5.0004175E+01  -4.9892239E+01  -4.9296473E+01  -4.8280013E+01  -4.6903526E+01  -4.5184620E+01  -4.3125826E+01  -4.0758689E+01  -3.8120102E+01  -3.5226298E+01  -3.2108189E+01  -2.8800784E+01  -2.5305361E+01  -2.1655506E+01  -1.7871144E+01  -1.3982961E+01  -1.0000019E+01
    0.0120   6.0056490E+05   5.1737965E+05   6.0056504E+05   2.2106470E+05   2.3783350E+05   2.2106457E+05   3.9240131E+05   2.9827155E+05   3.9240131E+05   1.4653151E+04   1.7517110E+04   1.4653151E+04   3.6435624E+05   1.4490152E+05  -1.5062224E+04   2.9793106E+05 ***************  -1.4247664E+04   3.6435624E+05  -1.4490152E+05  -1.5062224E+04   1.6863339E+02  -7.1454827E+01  -1.4652007E+04   1.0650341E+04 ***************  -1.3907530E+04   1.6863339E+02   7.1454827E+01  -1.4652007E+04  -3.6292198E+05  -1.1712432E+05  -4.6394797E+05  -1.3999994E+01   7.5542603E-09  -1.0000034E+01  -3.1302801E+05  -7.5581256E-04  -4.1194073E+05  -1.3999994E+01   7.5542603E-09  -1.0000034E+01  -3.6292207E+05   1.1712434E+05  -4.6394808E+05  -1.3999994E+01   7.5542603E-09  -1.0000034E+01  -3.7053714E+04  -6.7331298E+03  -2.1783317E+05   5.4000006E+01  -3.4389649E-09  -9.9999814E+00  -4.2233847E+04   1.5188339E-04  -2.3405357E+05   5.4000006E+01  -3.4389649E-09  -9.9999814E+00  -3.7053690E+04   6.7331257E+03  -2.1783304E+05   5.4000006E+01  -3.4389649E-09  -9.9999814E+00  -5.0005577E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005652E+01  -5.0005624E+01  -5.0003500E+01  -4.9846192E+01  -4.9264577E+01  -4.8281839E+01  -4.6933555E+01  -4.5237160E+01  -4.3209146E+01  -4.0879360E+01  -3.8272355E+01  -3.5409126E+01  -3.2312999E+01  -2.9006700E+01  -2.5504124E+01  -2.1835006E+01  -1.8014621E+01  -1.4066438E+01  -1.0000034E+01  -5.0005579E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005633E+01  -5.0004179E+01  -4.9892008E+01  -4.9296028E+01  -4.8279676E+01  -4.6903280E+01  -4.5184374E+01  -4.3126095E+01  -4.0759116E+01  -3.8120651E+01  -3.5226832E+01  -3.2108537E+01  -2.8800696E+01  -2.5305164E+01  -2.1655232E+01  -1.7870946E+01  -1.3982840E+01  -1.0000034E+01
    0.0150   5.9887689E+05   5.1448059E+05   5.9887781E+05   2.2253002E+05   2.4040120E+05   2.2252975E+05   3.9276638E+05   2.9723978E+05   3.9276638E+05   1.4653127E+04   1.7524094E+04   1.4653127E+04   3.6470044E+05   1.4502459E+05  -1.5062601E+04   2.9689817E+05 ***************  -1.4246539E+04   3.6470044E+05  -1.4502459E+05  -1.5062601E+04   1.6663713E+02  -7.0608952E+01  -1.4652009E+04   1.0661840E+04 ***************  -1.3907517E+04   1.6663713E+02   7.0608952E+01  -1.4652009E+04  -3.6188941E+05  -1.1681116E+05  -4.6264969E+05  -1.3999991E+01   6.9195641E-09  -1.0000054E+01  -3.1125260E+05  -6.8297066E-04  -4.0964874E+05  -1.3999991E+01   6.9195641E-09  -1.0000054E+01  -3.6188997E+05   1.1681134E+05  -4.6265039E+05  -1.3999991E+01   6.9195641E-09  -1.0000054E+01  -3.7294198E+04  -6.7776508E+03  -2.1927795E+05   5.4000009E+01  -3.8324808E-10  -9.9999714E+00  -4.2694215E+04   1.6228690E-05  -2.3657967E+05   5.4000009E+01  -3.8324808E-10  -9.9999714E+00  -3.7294149E+04   6.7776418E+03  -2.1927767E+05   5.4000009E+01  -3.8324808E-10  -9.9999714E+00  -5.0005577E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005652E+01  -5.0005624E+01  -5.0003499E+01  -4.9846153E+01  -4.9264495E+01  -4.8281834E+01  -4.6933645E+01  -4.5237279E+01  -4.3209347E+01  -4.0879676E+01  -3.8272728E+01  -3.5409440E+01  -3.2313236E+01  -2.9006792E+01  -2.5504113E+01  -2.1834890E+01  -1.8014492E+01  -1.4066353E+01  -1.0000054E+01  -5.0005580E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005633E+01  -5.0004183E+01  -4.9891774E+01  -4.9295586E+01  -4.8279349E+01  -4.6903042E+01  -4.5184132E+01  -4.3126369E+01  -4.0759549E+01  -3.8121202E+01  -3.5227369E+01  -3.2108891E+01  -2.8800608E+01  -2.5304970E+01  -2.1654961E+01  -1.7870755E+01  -1.3982725E+01  -1.0000054E+01
    0.0180   5.9710959E+05   5.1171774E+05   5.9711193E+05   2.2358142E+05   2.4221274E+05   2.2358091E+05   3.9305448E+05   2.9643804E+05   3.9305448E+05   1.4653103E+04   1.7531272E+04   1.4653103E+04   3.6497308E+05   1.4511921E+05  -1.5062898E+04   2.9609554E+05 ***************  -1.4245669E+04   3.6497308E+05  -1.4511921E+05  -1.5062898E+04   1.6464640E+02  -6.9765425E+01  -1.4652011E+04   1.0673652E+04 ***************  -1.3907504E+04   1.6464640E+02   6.9765425E+01  -1.4652011E+04  -3.6080825E+05  -1.1648213E+05  -4.6129078E+05  -1.3999987E+01   2.7213520E-09  -1.0000077E+01  -3.0956091E+05  -2.5415214E-04  -4.0746421E+05  -1.3999987E+01   2.7213520E-09  -1.0000077E+01  -3.6080968E+05   1.1648260E+05  -4.6129256E+05  -1.3999987E+01   2.7213520E-09  -1.0000077E+01  -3.7460252E+04  -6.8086314E+03  -2.2031574E+05   5.4000013E+01   6.3288690E-09  -9.9999594E+00  -4.3011781E+04  -2.8746442E-04  -2.3836316E+05   5.4000013E+01   6.3288690E-09  -9.9999594E+00  -3.7460160E+04   6.8086143E+03  -2.2031524E+05   5.4000013E+01   6.3288690E-09  -9.9999594E+00  -5.0005577E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005652E+01  -5.0005624E+01  -5.0003498E+01  -4.9846110E+01  -4.9264411E+01  -4.8281830E+01  -4.6933736E+01  -4.5237399E+01  -4.3209550E+01  -4.0879993E+01  -3.8273102E+01  -3.5409754E+01  -3.2313474E+01  -2.9006884E+01  -2.5504103E+01  -2.1834776E+01  -1.8014366E+01  -1.4066270E+01  -1.0000077E+01  -5.0005580E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005633E+01  -5.0004187E+01  -4.9891536E+01  -4.9295148E+01  -4.8279031E+01  -4.6902813E+01  -4.5183894E+01  -4.3126646E+01  -4.0759987E+01  -3.8121757E+01  -3.5227909E+01  -3.2109250E+01  -2.8800523E+01  -2.5304781E+01  -2.1654695E+01  -1.7870571E+01  -1.3982616E+01  -1.0000077E+01
    0.0210   5.9542181E+05   5.0928671E+05   5.9542527E+05   2.2414849E+05   2.4325922E+05   2.2414778E+05   3.9326190E+05   2.9586934E+05   3.9326190E+05   1.4653079E+04   1.7538632E+04   1.4653079E+04   3.6517069E+05   1.4518401E+05  -1.5063110E+04   2.9552622E+05 ***************  -1.4245055E+04   3.6517069E+05  -1.4518401E+05  -1.5063110E+04   1.6266135E+02  -6.8924303E+01  -1.4652014E+04   1.0685754E+04 ***************  -1.3907490E+04   1.6266135E+02   6.8924303E+01  -1.4652014E+04  -3.5977629E+05  -1.1616880E+05  -4.5999235E+05  -1.3999982E+01  -5.6685479E-09  -1.0000104E+01  -3.0807390E+05   5.8618120E-04  -4.0554090E+05  -1.3999982E+01  -5.6685479E-09  -1.0000104E+01  -3.5977842E+05   1.1616949E+05  -4.5999499E+05  -1.3999982E+01  -5.6685479E-09  -1.0000104E+01  -3.7539408E+04  -6.8238001E+03  -2.2087728E+05   5.4000018E+01   1.7075560E-08  -9.9999454E+00  -4.3185111E+04  -7.7709530E-04  -2.3939527E+05   5.4000018E+01   1.7075560E-08  -9.9999454E+00  -3.7539281E+04   6.8237757E+03  -2.2087658E+05   5.4000018E+01   1.7075560E-08  -9.9999454E+00  -5.0005577E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005652E+01  -5.0005624E+01  -5.0003497E+01  -4.9846062E+01  -4.9264325E+01  -4.8281828E+01  -4.6933828E+01  -4.5237518E+01  -4.3209754E+01  -4.0880312E+01  -3.8273476E+01  -3.5410070E+01  -3.2313713E+01  -2.9006975E+01  -2.5504095E+01  -2.1834662E+01  -1.8014243E+01  -1.4066189E+01  -1.0000104E+01  -5.0005580E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005633E+01  -5.0004191E+01  -4.9891295E+01  -4.9294714E+01  -4.8278723E+01  -4.6902593E+01  -4.5183662E+01  -4.3126929E+01  -4.0760432E+01  -3.8122316E+01  -3.5228454E+01  -3.2109615E+01  -2.8800440E+01  -2.5304595E+01  -2.1654434E+01  -1.7870395E+01  -1.3982515E+01  -1.0000104E+01
    0.0240   5.9372543E+05   5.0710596E+05   5.9373053E+05   2.2391024E+05   2.4322369E+05   2.2390927E+05   3.9339083E+05   2.9553673E+05   3.9339083E+05   1.4653055E+04   1.7546163E+04   1.4653055E+04   3.6529530E+05   1.4521979E+05  -1.5063239E+04   2.9519324E+05 ***************  -1.4244701E+04   3.6529530E+05  -1.4521979E+05  -1.5063239E+04   1.6068237E+02  -6.8085748E+01  -1.4652016E+04   1.0698128E+04 ***************  -1.3907476E+04   1.6068237E+02   6.8085748E+01  -1.4652016E+04  -3.5873925E+05  -1.1585363E+05  -4.5868722E+05  -1.3999976E+01  -1.8756072E-08  -1.0000136E+01  -3.0674116E+05   1.8833205E-03  -4.0381470E+05  -1.3999976E+01  -1.8756072E-08  -1.0000136E+01  -3.5874239E+05   1.1585465E+05  -4.5869112E+05  -1.3999976E+01  -1.8756072E-08  -1.0000136E+01  -3.7474400E+04  -6.8127408E+03  -2.2064690E+05   5.4000024E+01   3.2136562E-08  -9.9999295E+00  -4.3154853E+04  -1.4610198E-03  -2.3936463E+05   5.4000024E+01   3.2136562E-08  -9.9999295E+00  -3.7474226E+04   6.8127065E+03  -2.2064594E+05   5.4000024E+01   3.2136562E-08  -9.9999295E+00  -5.0005577E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005652E+01  -5.0005624E+01  -5.0003496E+01  -4.9846010E+01  -4.9264238E+01  -4.8281828E+01  -4.6933922E+01  -4.5237639E+01  -4.3209960E+01  -4.0880632E+01  -3.8273852E+01  -3.5410386E+01  -3.2313953E+01  -2.9007066E+01  -2.5504088E+01  -2.1834550E+01  -1.8014123E+01  -1.4066110E+01  -1.0000136E+01  -5.0005580E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005633E+01  -5.0004194E+01  -4.9891052E+01  -4.9294285E+01  -4.8278426E+01  -4.6902382E+01  -4.5183436E+01  -4.3127218E+01  -4.0760884E+01  -3.8122879E+01  -3.5229004E+01  -3.2109986E+01  -2.8800358E+01  -2.5304414E+01  -2.1654176E+01  -1.7870226E+01  -1.3982420E+01  -1.0000136E+01
