
These predictions were generated by SubDyn on 13-Jun-2022 at 17:02:21.




    Time	      M1N1TDxss	      M2N1TDxss	      M2N2TDxss	       M1N1RDye	       M2N1RDye	       M2N2RDye	       IntfFXss	       IntfMYss
       s	            (m)	            (m)	            (m)	          (rad)	          (rad)	          (rad)	            (N)	           (Nm)
    3.5400	   0.000000E+00	   1.034724E-04	   2.615080E-03	   0.000000E+00	   1.993885E-04	   6.527248E-04	  -3.530350E+02	   2.118352E+03
    3.5500	   0.000000E+00	   1.036756E-04	   2.620475E-03	   0.000000E+00	   1.997824E-04	   6.541095E-04	  -3.536325E+02	   2.122508E+03
    3.5600	   0.000000E+00	   1.039001E-04	   2.626378E-03	   0.000000E+00	   2.002170E-04	   6.556145E-04	  -3.543059E+02	   2.127106E+03
    3.5700	   0.000000E+00	   1.041532E-04	   2.632938E-03	   0.000000E+00	   2.007064E-04	   6.572717E-04	  -3.551053E+02	   2.132309E+03
    3.5800	   0.000000E+00	   1.044418E-04	   2.640227E-03	   0.000000E+00	   2.012623E-04	   6.590917E-04	  -3.561047E+02	   2.138262E+03
    3.5900	   0.000000E+00	   1.047644E-04	   2.648258E-03	   0.000000E+00	   2.018829E-04	   6.610808E-04	  -3.572717E+02	   2.144925E+03
    3.6000	   0.000000E+00	   1.051157E-04	   2.656969E-03	   0.000000E+00	   2.025584E-04	   6.632302E-04	  -3.585431E+02	   2.152172E+03
    3.6100	   0.000000E+00	   1.054916E-04	   2.666217E-03	   0.000000E+00	   2.032806E-04	   6.655021E-04	  -3.599331E+02	   2.159922E+03
    3.6200	   0.000000E+00	   1.058852E-04	   2.675806E-03	   0.000000E+00	   2.040356E-04	   6.678478E-04	  -3.614342E+02	   2.168038E+03
    3.6300	   0.000000E+00	   1.062836E-04	   2.685519E-03	   0.000000E+00	   2.048001E-04	   6.702234E-04	  -3.629443E+02	   2.176237E+03
    3.6400	   0.000000E+00	   1.066751E-04	   2.695123E-03	   0.000000E+00	   2.055521E-04	   6.725778E-04	  -3.643922E+02	   2.184271E+03
    3.6500	   0.000000E+00	   1.070524E-04	   2.704386E-03	   0.000000E+00	   2.062768E-04	   6.748518E-04	  -3.657872E+02	   2.192003E+03
    3.6600	   0.000000E+00	   1.074073E-04	   2.713121E-03	   0.000000E+00	   2.069584E-04	   6.770017E-04	  -3.670937E+02	   2.199262E+03
    3.6700	   0.000000E+00	   1.077309E-04	   2.721205E-03	   0.000000E+00	   2.075812E-04	   6.790056E-04	  -3.682264E+02	   2.205855E+03
    3.6800	   0.000000E+00	   1.080208E-04	   2.728570E-03	   0.000000E+00	   2.081403E-04	   6.808471E-04	  -3.691831E+02	   2.211740E+03
    3.6900	   0.000000E+00	   1.082800E-04	   2.735218E-03	   0.000000E+00	   2.086406E-04	   6.825207E-04	  -3.700201E+02	   2.216995E+03
    3.7000	   0.000000E+00	   1.085111E-04	   2.741234E-03	   0.000000E+00	   2.090873E-04	   6.840484E-04	  -3.707314E+02	   2.221671E+03
    3.7100	   0.000000E+00	   1.087183E-04	   2.746770E-03	   0.000000E+00	   2.094895E-04	   6.854702E-04	  -3.713036E+02	   2.225852E+03
    3.7200	   0.000000E+00	   1.089124E-04	   2.752016E-03	   0.000000E+00	   2.098665E-04	   6.868255E-04	  -3.718155E+02	   2.229771E+03
    3.7300	   0.000000E+00	   1.091050E-04	   2.757187E-03	   0.000000E+00	   2.102403E-04	   6.881599E-04	  -3.723509E+02	   2.233681E+03
    3.7400	   0.000000E+00	   1.093044E-04	   2.762519E-03	   0.000000E+00	   2.106271E-04	   6.895320E-04	  -3.729146E+02	   2.237744E+03
    3.7500	   0.000000E+00	   1.095191E-04	   2.768225E-03	   0.000000E+00	   2.110434E-04	   6.909934E-04	  -3.735289E+02	   2.242128E+03
    3.7600	   0.000000E+00	   1.097591E-04	   2.774470E-03	   0.000000E+00	   2.115075E-04	   6.925761E-04	  -3.742803E+02	   2.247056E+03
    3.7700	   0.000000E+00	   1.100303E-04	   2.781366E-03	   0.000000E+00	   2.120303E-04	   6.943052E-04	  -3.752021E+02	   2.252644E+03
    3.7800	   0.000000E+00	   1.103322E-04	   2.788969E-03	   0.000000E+00	   2.126120E-04	   6.961988E-04	  -3.762524E+02	   2.258870E+03
    3.7900	   0.000000E+00	   1.106640E-04	   2.797254E-03	   0.000000E+00	   2.132506E-04	   6.982509E-04	  -3.774295E+02	   2.265710E+03
    3.8000	   0.000000E+00	   1.110239E-04	   2.806121E-03	   0.000000E+00	   2.139419E-04	   7.004329E-04	  -3.787612E+02	   2.273135E+03
    3.8100	   0.000000E+00	   1.114040E-04	   2.815419E-03	   0.000000E+00	   2.146715E-04	   7.027123E-04	  -3.801964E+02	   2.280975E+03
    3.8200	   0.000000E+00	   1.117933E-04	   2.824958E-03	   0.000000E+00	   2.154191E-04	   7.050506E-04	  -3.816485E+02	   2.288988E+03
    3.8300	   0.000000E+00	   1.121833E-04	   2.834517E-03	   0.000000E+00	   2.161681E-04	   7.073938E-04	  -3.830984E+02	   2.297001E+03
    3.8400	   0.000000E+00	   1.125658E-04	   2.843871E-03	   0.000000E+00	   2.169022E-04	   7.096864E-04	  -3.845339E+02	   2.304852E+03
    3.8500	   0.000000E+00	   1.129299E-04	   2.852827E-03	   0.000000E+00	   2.176017E-04	   7.118885E-04	  -3.858753E+02	   2.312308E+03
    3.8600	   0.000000E+00	   1.132675E-04	   2.861235E-03	   0.000000E+00	   2.182511E-04	   7.139683E-04	  -3.870648E+02	   2.319194E+03
    3.8700	   0.000000E+00	   1.135760E-04	   2.868989E-03	   0.000000E+00	   2.188453E-04	   7.158969E-04	  -3.881249E+02	   2.325475E+03
    3.8800	   0.000000E+00	   1.138548E-04	   2.876056E-03	   0.000000E+00	   2.193826E-04	   7.176654E-04	  -3.890627E+02	   2.331141E+03
    3.8900	   0.000000E+00	   1.141034E-04	   2.882482E-03	   0.000000E+00	   2.198629E-04	   7.192891E-04	  -3.898420E+02	   2.336176E+03
    3.9000	   0.000000E+00	   1.143264E-04	   2.888371E-03	   0.000000E+00	   2.202950E-04	   7.207921E-04	  -3.904855E+02	   2.340681E+03
    3.9100	   0.000000E+00	   1.145333E-04	   2.893874E-03	   0.000000E+00	   2.206961E-04	   7.222041E-04	  -3.910731E+02	   2.344866E+03
    3.9200	   0.000000E+00	   1.147324E-04	   2.899189E-03	   0.000000E+00	   2.210822E-04	   7.235716E-04	  -3.916367E+02	   2.348903E+03
    3.9300	   0.000000E+00	   1.149314E-04	   2.904537E-03	   0.000000E+00	   2.214687E-04	   7.249496E-04	  -3.921817E+02	   2.352946E+03
    3.9400	   0.000000E+00	   1.151410E-04	   2.910125E-03	   0.000000E+00	   2.218753E-04	   7.263831E-04	  -3.927753E+02	   2.357220E+03
    3.9500	   0.000000E+00	   1.153712E-04	   2.916130E-03	   0.000000E+00	   2.223204E-04	   7.279092E-04	  -3.934915E+02	   2.361939E+03
    3.9600	   0.000000E+00	   1.156269E-04	   2.922698E-03	   0.000000E+00	   2.228140E-04	   7.295643E-04	  -3.943296E+02	   2.367196E+03
    3.9700	   0.000000E+00	   1.159104E-04	   2.929914E-03	   0.000000E+00	   2.233609E-04	   7.313709E-04	  -3.952805E+02	   2.373032E+03
    3.9800	   0.000000E+00	   1.162244E-04	   2.937789E-03	   0.000000E+00	   2.239654E-04	   7.333273E-04	  -3.963836E+02	   2.379504E+03
    3.9900	   0.000000E+00	   1.165672E-04	   2.946268E-03	   0.000000E+00	   2.246242E-04	   7.354194E-04	  -3.976422E+02	   2.386578E+03
    4.0000	   0.000000E+00	   1.169317E-04	   2.955244E-03	   0.000000E+00	   2.253246E-04	   7.376270E-04	  -3.989909E+02	   2.394094E+03
    4.0100	   0.000000E+00	   1.173103E-04	   2.964554E-03	   0.000000E+00	   2.260519E-04	   7.399134E-04	  -4.003891E+02	   2.401888E+03
    4.0200	   0.000000E+00	   1.176961E-04	   2.973998E-03	   0.000000E+00	   2.267925E-04	   7.422281E-04	  -4.018343E+02	   2.409824E+03
    4.0300	   0.000000E+00	   1.180793E-04	   2.983366E-03	   0.000000E+00	   2.275280E-04	   7.445240E-04	  -4.032754E+02	   2.417697E+03
    4.0400	   0.000000E+00	   1.184489E-04	   2.992466E-03	   0.000000E+00	   2.282382E-04	   7.467609E-04	  -4.046309E+02	   2.425271E+03
    4.0500	   0.000000E+00	   1.187981E-04	   3.001124E-03	   0.000000E+00	   2.289096E-04	   7.488976E-04	  -4.058805E+02	   2.432406E+03
    4.0600	   0.000000E+00	   1.191226E-04	   3.009211E-03	   0.000000E+00	   2.295339E-04	   7.509006E-04	  -4.070308E+02	   2.439030E+03
    4.0700	   0.000000E+00	   1.194185E-04	   3.016664E-03	   0.000000E+00	   2.301038E-04	   7.527584E-04	  -4.080442E+02	   2.445052E+03
    4.0800	   0.000000E+00	   1.196843E-04	   3.023486E-03	   0.000000E+00	   2.306171E-04	   7.544746E-04	  -4.088951E+02	   2.450443E+03
    4.0900	   0.000000E+00	   1.199245E-04	   3.029738E-03	   0.000000E+00	   2.310815E-04	   7.560593E-04	  -4.096290E+02	   2.455306E+03
    4.1000	   0.000000E+00	   1.201454E-04	   3.035536E-03	   0.000000E+00	   2.315090E-04	   7.575378E-04	  -4.102906E+02	   2.459780E+03
    4.1100	   0.000000E+00	   1.203529E-04	   3.041054E-03	   0.000000E+00	   2.319113E-04	   7.589533E-04	  -4.108816E+02	   2.463983E+03
    4.1200	   0.000000E+00	   1.205554E-04	   3.046487E-03	   0.000000E+00	   2.323045E-04	   7.603513E-04	  -4.114366E+02	   2.468090E+03
    4.1300	   0.000000E+00	   1.207639E-04	   3.052030E-03	   0.000000E+00	   2.327087E-04	   7.617730E-04	  -4.120354E+02	   2.472337E+03
    4.1400	   0.000000E+00	   1.209869E-04	   3.057874E-03	   0.000000E+00	   2.331401E-04	   7.632619E-04	  -4.127173E+02	   2.476899E+03
    4.1500	   0.000000E+00	   1.212298E-04	   3.064181E-03	   0.000000E+00	   2.336097E-04	   7.648590E-04	  -4.134807E+02	   2.481881E+03
    4.1600	   0.000000E+00	   1.214980E-04	   3.071059E-03	   0.000000E+00	   2.341276E-04	   7.665878E-04	  -4.143595E+02	   2.487395E+03
    4.1700	   0.000000E+00	   1.217956E-04	   3.078553E-03	   0.000000E+00	   2.347007E-04	   7.684553E-04	  -4.153954E+02	   2.493526E+03
    4.1800	   0.000000E+00	   1.221208E-04	   3.086653E-03	   0.000000E+00	   2.353263E-04	   7.704613E-04	  -4.165657E+02	   2.500234E+03
    4.1900	   0.000000E+00	   1.224692E-04	   3.095288E-03	   0.000000E+00	   2.359961E-04	   7.725924E-04	  -4.178275E+02	   2.507412E+03
    4.2000	   0.000000E+00	   1.228359E-04	   3.104327E-03	   0.000000E+00	   2.367009E-04	   7.748157E-04	  -4.191777E+02	   2.514967E+03
    4.2100	   0.000000E+00	   1.232145E-04	   3.113598E-03	   0.000000E+00	   2.374276E-04	   7.770896E-04	  -4.205979E+02	   2.522761E+03
    4.2200	   0.000000E+00	   1.235946E-04	   3.122914E-03	   0.000000E+00	   2.381574E-04	   7.793747E-04	  -4.220165E+02	   2.530573E+03
    4.2300	   0.000000E+00	   1.239669E-04	   3.132081E-03	   0.000000E+00	   2.388727E-04	   7.816278E-04	  -4.233809E+02	   2.538208E+03
    4.2400	   0.000000E+00	   1.243248E-04	   3.140916E-03	   0.000000E+00	   2.395606E-04	   7.838036E-04	  -4.246846E+02	   2.545537E+03
    4.2500	   0.000000E+00	   1.246620E-04	   3.149276E-03	   0.000000E+00	   2.402089E-04	   7.858688E-04	  -4.258989E+02	   2.552429E+03
    4.2600	   0.000000E+00	   1.249726E-04	   3.157071E-03	   0.000000E+00	   2.408069E-04	   7.878065E-04	  -4.269722E+02	   2.558758E+03
    4.2700	   0.000000E+00	   1.252553E-04	   3.164264E-03	   0.000000E+00	   2.413521E-04	   7.896075E-04	  -4.279042E+02	   2.564502E+03
    4.2800	   0.000000E+00	   1.255126E-04	   3.170876E-03	   0.000000E+00	   2.418490E-04	   7.912734E-04	  -4.287308E+02	   2.569725E+03
    4.2900	   0.000000E+00	   1.257479E-04	   3.176995E-03	   0.000000E+00	   2.423037E-04	   7.928256E-04	  -4.294567E+02	   2.574494E+03
    4.3000	   0.000000E+00	   1.259658E-04	   3.182758E-03	   0.000000E+00	   2.427260E-04	   7.942985E-04	  -4.300866E+02	   2.578906E+03
    4.3100	   0.000000E+00	   1.261751E-04	   3.188331E-03	   0.000000E+00	   2.431320E-04	   7.957281E-04	  -4.306784E+02	   2.583150E+03
    4.3200	   0.000000E+00	   1.263854E-04	   3.193901E-03	   0.000000E+00	   2.435394E-04	   7.971547E-04	  -4.312922E+02	   2.587429E+03
    4.3300	   0.000000E+00	   1.266038E-04	   3.199658E-03	   0.000000E+00	   2.439624E-04	   7.986247E-04	  -4.319432E+02	   2.591889E+03
    4.3400	   0.000000E+00	   1.268375E-04	   3.205771E-03	   0.000000E+00	   2.444146E-04	   8.001781E-04	  -4.326552E+02	   2.596670E+03
    4.3500	   0.000000E+00	   1.270935E-04	   3.212365E-03	   0.000000E+00	   2.449091E-04	   8.018406E-04	  -4.334837E+02	   2.601927E+03
    4.3600	   0.000000E+00	   1.273759E-04	   3.219519E-03	   0.000000E+00	   2.454532E-04	   8.036299E-04	  -4.344498E+02	   2.607740E+03
    4.3700	   0.000000E+00	   1.276841E-04	   3.227260E-03	   0.000000E+00	   2.460468E-04	   8.055551E-04	  -4.355289E+02	   2.614089E+03
    4.3800	   0.000000E+00	   1.280167E-04	   3.235550E-03	   0.000000E+00	   2.466867E-04	   8.076071E-04	  -4.367151E+02	   2.620940E+03
    4.3900	   0.000000E+00	   1.283706E-04	   3.244291E-03	   0.000000E+00	   2.473669E-04	   8.097608E-04	  -4.380147E+02	   2.628234E+03
    4.4000	   0.000000E+00	   1.287392E-04	   3.253346E-03	   0.000000E+00	   2.480748E-04	   8.119855E-04	  -4.393867E+02	   2.635825E+03
    4.4100	   0.000000E+00	   1.291135E-04	   3.262548E-03	   0.000000E+00	   2.487938E-04	   8.142460E-04	  -4.407700E+02	   2.643521E+03
    4.4200	   0.000000E+00	   1.294860E-04	   3.271712E-03	   0.000000E+00	   2.495093E-04	   8.164978E-04	  -4.421409E+02	   2.651167E+03
    4.4300	   0.000000E+00	   1.298494E-04	   3.280655E-03	   0.000000E+00	   2.502074E-04	   8.186972E-04	  -4.434801E+02	   2.658619E+03
    4.4400	   0.000000E+00	   1.301957E-04	   3.289226E-03	   0.000000E+00	   2.508732E-04	   8.208116E-04	  -4.447330E+02	   2.665705E+03
    4.4500	   0.000000E+00	   1.305190E-04	   3.297310E-03	   0.000000E+00	   2.514954E-04	   8.228163E-04	  -4.458619E+02	   2.672301E+03
    4.4600	   0.000000E+00	   1.308174E-04	   3.304838E-03	   0.000000E+00	   2.520704E-04	   8.246929E-04	  -4.468773E+02	   2.678377E+03
    4.4700	   0.000000E+00	   1.310909E-04	   3.311799E-03	   0.000000E+00	   2.525978E-04	   8.264381E-04	  -4.477848E+02	   2.683939E+03
    4.4800	   0.000000E+00	   1.313405E-04	   3.318247E-03	   0.000000E+00	   2.530800E-04	   8.280670E-04	  -4.485702E+02	   2.689002E+03
    4.4900	   0.000000E+00	   1.315707E-04	   3.324283E-03	   0.000000E+00	   2.535256E-04	   8.296027E-04	  -4.492564E+02	   2.693666E+03
    4.5000	   0.000000E+00	   1.317892E-04	   3.330045E-03	   0.000000E+00	   2.539488E-04	   8.310741E-04	  -4.498996E+02	   2.698099E+03
    4.5100	   0.000000E+00	   1.320035E-04	   3.335703E-03	   0.000000E+00	   2.543637E-04	   8.325211E-04	  -4.505300E+02	   2.702454E+03
    4.5200	   0.000000E+00	   1.322204E-04	   3.341440E-03	   0.000000E+00	   2.547841E-04	   8.339877E-04	  -4.511640E+02	   2.706873E+03
    4.5300	   0.000000E+00	   1.324484E-04	   3.347424E-03	   0.000000E+00	   2.552254E-04	   8.355111E-04	  -4.518506E+02	   2.711531E+03
    4.5400	   0.000000E+00	   1.326948E-04	   3.353794E-03	   0.000000E+00	   2.557016E-04	   8.371215E-04	  -4.526395E+02	   2.716585E+03
    4.5500	   0.000000E+00	   1.329636E-04	   3.360658E-03	   0.000000E+00	   2.562201E-04	   8.388448E-04	  -4.535350E+02	   2.722110E+03
    4.5600	   0.000000E+00	   1.332564E-04	   3.368069E-03	   0.000000E+00	   2.567844E-04	   8.406952E-04	  -4.545340E+02	   2.728134E+03
    4.5700	   0.000000E+00	   1.335740E-04	   3.376020E-03	   0.000000E+00	   2.573958E-04	   8.426688E-04	  -4.556554E+02	   2.734675E+03
    4.5800	   0.000000E+00	   1.339142E-04	   3.384451E-03	   0.000000E+00	   2.580499E-04	   8.447508E-04	  -4.568940E+02	   2.741686E+03
    4.5900	   0.000000E+00	   1.342710E-04	   3.393258E-03	   0.000000E+00	   2.587356E-04	   8.469200E-04	  -4.582034E+02	   2.749034E+03
    4.6000	   0.000000E+00	   1.346378E-04	   3.402297E-03	   0.000000E+00	   2.594402E-04	   8.491433E-04	  -4.595495E+02	   2.756576E+03
    4.6100	   0.000000E+00	   1.350078E-04	   3.411396E-03	   0.000000E+00	   2.601511E-04	   8.513792E-04	  -4.609183E+02	   2.764181E+03
    4.6200	   0.000000E+00	   1.353733E-04	   3.420384E-03	   0.000000E+00	   2.608530E-04	   8.535886E-04	  -4.622685E+02	   2.771681E+03
    4.6300	   0.000000E+00	   1.357257E-04	   3.429102E-03	   0.000000E+00	   2.615305E-04	   8.557378E-04	  -4.635444E+02	   2.778898E+03
    4.6400	   0.000000E+00	   1.360597E-04	   3.437417E-03	   0.000000E+00	   2.621729E-04	   8.577953E-04	  -4.647272E+02	   2.785722E+03
    4.6500	   0.000000E+00	   1.363719E-04	   3.445237E-03	   0.000000E+00	   2.627739E-04	   8.597378E-04	  -4.658162E+02	   2.792091E+03
    4.6600	   0.000000E+00	   1.366600E-04	   3.452525E-03	   0.000000E+00	   2.633291E-04	   8.615584E-04	  -4.667897E+02	   2.797956E+03
    4.6700	   0.000000E+00	   1.369239E-04	   3.459298E-03	   0.000000E+00	   2.638386E-04	   8.632626E-04	  -4.676376E+02	   2.803316E+03
    4.6800	   0.000000E+00	   1.371675E-04	   3.465622E-03	   0.000000E+00	   2.643096E-04	   8.648635E-04	  -4.683927E+02	   2.808260E+03
    4.6900	   0.000000E+00	   1.373966E-04	   3.471609E-03	   0.000000E+00	   2.647527E-04	   8.663858E-04	  -4.690895E+02	   2.812909E+03
    4.7000	   0.000000E+00	   1.376167E-04	   3.477407E-03	   0.000000E+00	   2.651791E-04	   8.678657E-04	  -4.697407E+02	   2.817380E+03
    4.7100	   0.000000E+00	   1.378353E-04	   3.483183E-03	   0.000000E+00	   2.656025E-04	   8.693417E-04	  -4.703782E+02	   2.821825E+03
    4.7200	   0.000000E+00	   1.380607E-04	   3.489101E-03	   0.000000E+00	   2.660389E-04	   8.708490E-04	  -4.710583E+02	   2.826427E+03
    4.7300	   0.000000E+00	   1.382999E-04	   3.495311E-03	   0.000000E+00	   2.665013E-04	   8.724224E-04	  -4.718121E+02	   2.831325E+03
    4.7400	   0.000000E+00	   1.385574E-04	   3.501935E-03	   0.000000E+00	   2.669984E-04	   8.740921E-04	  -4.726456E+02	   2.836607E+03
    4.7500	   0.000000E+00	   1.388369E-04	   3.509052E-03	   0.000000E+00	   2.675375E-04	   8.758749E-04	  -4.735815E+02	   2.842351E+03
    4.7600	   0.000000E+00	   1.391404E-04	   3.516683E-03	   0.000000E+00	   2.681221E-04	   8.777743E-04	  -4.746422E+02	   2.848601E+03
    4.7700	   0.000000E+00	   1.394664E-04	   3.524806E-03	   0.000000E+00	   2.687492E-04	   8.797860E-04	  -4.758103E+02	   2.855316E+03
    4.7800	   0.000000E+00	   1.398106E-04	   3.533345E-03	   0.000000E+00	   2.694111E-04	   8.818945E-04	  -4.770546E+02	   2.862402E+03
    4.7900	   0.000000E+00	   1.401684E-04	   3.542181E-03	   0.000000E+00	   2.700987E-04	   8.840708E-04	  -4.783633E+02	   2.869764E+03
    4.8000	   0.000000E+00	   1.405336E-04	   3.551165E-03	   0.000000E+00	   2.708002E-04	   8.862797E-04	  -4.797144E+02	   2.877274E+03
    4.8100	   0.000000E+00	   1.408980E-04	   3.560137E-03	   0.000000E+00	   2.715002E-04	   8.884864E-04	  -4.810556E+02	   2.884756E+03
    4.8200	   0.000000E+00	   1.412540E-04	   3.568939E-03	   0.000000E+00	   2.721846E-04	   8.906553E-04	  -4.823471E+02	   2.892053E+03
    4.8300	   0.000000E+00	   1.415963E-04	   3.577428E-03	   0.000000E+00	   2.728427E-04	   8.927516E-04	  -4.835766E+02	   2.899056E+03
    4.8400	   0.000000E+00	   1.419198E-04	   3.585494E-03	   0.000000E+00	   2.734650E-04	   8.947503E-04	  -4.847216E+02	   2.905665E+03
    4.8500	   0.000000E+00	   1.422208E-04	   3.593076E-03	   0.000000E+00	   2.740448E-04	   8.966391E-04	  -4.857511E+02	   2.911799E+03
    4.8600	   0.000000E+00	   1.424987E-04	   3.600159E-03	   0.000000E+00	   2.745810E-04	   8.984141E-04	  -4.866666E+02	   2.917453E+03
    4.8700	   0.000000E+00	   1.427562E-04	   3.606776E-03	   0.000000E+00	   2.750781E-04	   9.000813E-04	  -4.874930E+02	   2.922684E+03
    4.8800	   0.000000E+00	   1.429964E-04	   3.613011E-03	   0.000000E+00	   2.755425E-04	   9.016609E-04	  -4.882407E+02	   2.927563E+03
    4.8900	   0.000000E+00	   1.432243E-04	   3.618990E-03	   0.000000E+00	   2.759837E-04	   9.031829E-04	  -4.889226E+02	   2.932190E+03
    4.9000	   0.000000E+00	   1.434472E-04	   3.624857E-03	   0.000000E+00	   2.764153E-04	   9.046791E-04	  -4.895829E+02	   2.936721E+03
    4.9100	   0.000000E+00	   1.436727E-04	   3.630767E-03	   0.000000E+00	   2.768516E-04	   9.061843E-04	  -4.902662E+02	   2.941319E+03
    4.9200	   0.000000E+00	   1.439070E-04	   3.636877E-03	   0.000000E+00	   2.773049E-04	   9.077353E-04	  -4.909911E+02	   2.946109E+03
    4.9300	   0.000000E+00	   1.441558E-04	   3.643317E-03	   0.000000E+00	   2.777857E-04	   9.093631E-04	  -4.917791E+02	   2.951205E+03
    4.9400	   0.000000E+00	   1.444242E-04	   3.650181E-03	   0.000000E+00	   2.783036E-04	   9.110874E-04	  -4.926665E+02	   2.956716E+03
    4.9500	   0.000000E+00	   1.447148E-04	   3.657522E-03	   0.000000E+00	   2.788634E-04	   9.129201E-04	  -4.936661E+02	   2.962693E+03
    4.9600	   0.000000E+00	   1.450268E-04	   3.665346E-03	   0.000000E+00	   2.794641E-04	   9.148643E-04	  -4.947621E+02	   2.969115E+03
    4.9700	   0.000000E+00	   1.453583E-04	   3.673607E-03	   0.000000E+00	   2.801020E-04	   9.169091E-04	  -4.959461E+02	   2.975939E+03
    4.9800	   0.000000E+00	   1.457061E-04	   3.682214E-03	   0.000000E+00	   2.807705E-04	   9.190320E-04	  -4.972132E+02	   2.983097E+03
    4.9900	   0.000000E+00	   1.460641E-04	   3.691041E-03	   0.000000E+00	   2.814583E-04	   9.212053E-04	  -4.985298E+02	   2.990461E+03
    5.0000	   0.000000E+00	   1.464250E-04	   3.699946E-03	   0.000000E+00	   2.821519E-04	   9.233973E-04	  -4.998509E+02	   2.997875E+03
    5.0100	   0.000000E+00	   1.467824E-04	   3.708774E-03	   0.000000E+00	   2.828388E-04	   9.255717E-04	  -5.011526E+02	   3.005207E+03
    5.0200	   0.000000E+00	   1.471302E-04	   3.717378E-03	   0.000000E+00	   2.835074E-04	   9.276940E-04	  -5.024142E+02	   3.012333E+03
    5.0300	   0.000000E+00	   1.474624E-04	   3.725641E-03	   0.000000E+00	   2.841463E-04	   9.297381E-04	  -5.035980E+02	   3.019126E+03
    5.0400	   0.000000E+00	   1.477747E-04	   3.733477E-03	   0.000000E+00	   2.847476E-04	   9.316856E-04	  -5.046790E+02	   3.025498E+03
    5.0500	   0.000000E+00	   1.480659E-04	   3.740845E-03	   0.000000E+00	   2.853089E-04	   9.335253E-04	  -5.056625E+02	   3.031431E+03
    5.0600	   0.000000E+00	   1.483366E-04	   3.747750E-03	   0.000000E+00	   2.858310E-04	   9.352581E-04	  -5.065540E+02	   3.036937E+03
    5.0700	   0.000000E+00	   1.485884E-04	   3.754248E-03	   0.000000E+00	   2.863175E-04	   9.368986E-04	  -5.073516E+02	   3.042054E+03
    5.0800	   0.000000E+00	   1.488258E-04	   3.760435E-03	   0.000000E+00	   2.867766E-04	   9.384683E-04	  -5.080769E+02	   3.046874E+03
    5.0900	   0.000000E+00	   1.490551E-04	   3.766435E-03	   0.000000E+00	   2.872202E-04	   9.399944E-04	  -5.087716E+02	   3.051536E+03
    5.1000	   0.000000E+00	   1.492826E-04	   3.772393E-03	   0.000000E+00	   2.876606E-04	   9.415104E-04	  -5.094631E+02	   3.056171E+03
    5.1100	   0.000000E+00	   1.495146E-04	   3.778458E-03	   0.000000E+00	   2.881095E-04	   9.430520E-04	  -5.101709E+02	   3.060906E+03
    5.1200	   0.000000E+00	   1.497576E-04	   3.784766E-03	   0.000000E+00	   2.885791E-04	   9.446494E-04	  -5.109317E+02	   3.065875E+03
    5.1300	   0.000000E+00	   1.500170E-04	   3.791426E-03	   0.000000E+00	   2.890799E-04	   9.463263E-04	  -5.117793E+02	   3.071197E+03
    5.1400	   0.000000E+00	   1.502957E-04	   3.798513E-03	   0.000000E+00	   2.896174E-04	   9.481011E-04	  -5.127194E+02	   3.076924E+03
    5.1500	   0.000000E+00	   1.505948E-04	   3.806058E-03	   0.000000E+00	   2.901937E-04	   9.499818E-04	  -5.137502E+02	   3.083075E+03
    5.1600	   0.000000E+00	   1.509141E-04	   3.814042E-03	   0.000000E+00	   2.908081E-04	   9.519627E-04	  -5.148792E+02	   3.089644E+03
    5.1700	   0.000000E+00	   1.512509E-04	   3.822403E-03	   0.000000E+00	   2.914557E-04	   9.540292E-04	  -5.160967E+02	   3.096576E+03
    5.1800	   0.000000E+00	   1.516000E-04	   3.831044E-03	   0.000000E+00	   2.921269E-04	   9.561601E-04	  -5.173680E+02	   3.103760E+03
    5.1900	   0.000000E+00	   1.519558E-04	   3.839836E-03	   0.000000E+00	   2.928107E-04	   9.583266E-04	  -5.186643E+02	   3.111071E+03
    5.2000	   0.000000E+00	   1.523123E-04	   3.848637E-03	   0.000000E+00	   2.934958E-04	   9.604942E-04	  -5.199672E+02	   3.118390E+03
    5.2100	   0.000000E+00	   1.526629E-04	   3.857303E-03	   0.000000E+00	   2.941697E-04	   9.626307E-04	  -5.212434E+02	   3.125580E+03
    5.2200	   0.000000E+00	   1.530014E-04	   3.865711E-03	   0.000000E+00	   2.948206E-04	   9.647086E-04	  -5.224539E+02	   3.132506E+03
    5.2300	   0.000000E+00	   1.533233E-04	   3.873757E-03	   0.000000E+00	   2.954402E-04	   9.667041E-04	  -5.235829E+02	   3.139083E+03
    5.2400	   0.000000E+00	   1.536264E-04	   3.881379E-03	   0.000000E+00	   2.960238E-04	   9.686013E-04	  -5.246271E+02	   3.145265E+03
    5.2500	   0.000000E+00	   1.539093E-04	   3.888557E-03	   0.000000E+00	   2.965692E-04	   9.703971E-04	  -5.255751E+02	   3.151028E+03
    5.2600	   0.000000E+00	   1.541729E-04	   3.895320E-03	   0.000000E+00	   2.970781E-04	   9.720985E-04	  -5.264255E+02	   3.156388E+03
    5.2700	   0.000000E+00	   1.544207E-04	   3.901733E-03	   0.000000E+00	   2.975571E-04	   9.737197E-04	  -5.272033E+02	   3.161425E+03
    5.2800	   0.000000E+00	   1.546578E-04	   3.907900E-03	   0.000000E+00	   2.980154E-04	   9.752837E-04	  -5.279366E+02	   3.166245E+03
