      Time   FAIRTEN1   FAIRTEN2   FAIRTEN3   ANCHTEN1   ANCHTEN2   ANCHTEN3
       (s)        (N)        (N)        (N)        (N)        (N)        (N)
    0.0000 0.9993E+06 0.1373E+07 0.9993E+06 0.8021E+06 0.1174E+07 0.8021E+06
    0.0125 0.9996E+06 0.1372E+07 0.9996E+06 0.8019E+06 0.1174E+07 0.8019E+06
    0.0250 0.9997E+06 0.1372E+07 0.9997E+06 0.8018E+06 0.1174E+07 0.8018E+06
    0.0375 0.9999E+06 0.1371E+07 0.9999E+06 0.8016E+06 0.1174E+07 0.8016E+06
    0.0500 0.1000E+07 0.1370E+07 0.1000E+07 0.8015E+06 0.1174E+07 0.8015E+06
    0.0625 0.1000E+07 0.1370E+07 0.1000E+07 0.8013E+06 0.1174E+07 0.8013E+06
    0.0750 0.1001E+07 0.1369E+07 0.1000E+07 0.8012E+06 0.1174E+07 0.8012E+06
    0.0875 0.1001E+07 0.1369E+07 0.1001E+07 0.8011E+06 0.1174E+07 0.8011E+06
    0.1000 0.1001E+07 0.1368E+07 0.1001E+07 0.8009E+06 0.1174E+07 0.8009E+06
    0.1125 0.1001E+07 0.1367E+07 0.1001E+07 0.8008E+06 0.1174E+07 0.8008E+06
    0.1250 0.1001E+07 0.1367E+07 0.1001E+07 0.8007E+06 0.1174E+07 0.8007E+06
    0.1375 0.1001E+07 0.1366E+07 0.1001E+07 0.8005E+06 0.1174E+07 0.8005E+06
    0.1500 0.1001E+07 0.1366E+07 0.1002E+07 0.8004E+06 0.1174E+07 0.8004E+06
    0.1625 0.1002E+07 0.1365E+07 0.1002E+07 0.8003E+06 0.1174E+07 0.8003E+06
    0.1750 0.1002E+07 0.1365E+07 0.1002E+07 0.8002E+06 0.1174E+07 0.8002E+06
    0.1875 0.1002E+07 0.1364E+07 0.1002E+07 0.8001E+06 0.1174E+07 0.8001E+06
    0.2000 0.1002E+07 0.1364E+07 0.1002E+07 0.8000E+06 0.1174E+07 0.8000E+06
    0.2125 0.1002E+07 0.1363E+07 0.1002E+07 0.7999E+06 0.1174E+07 0.7999E+06
    0.2250 0.1002E+07 0.1363E+07 0.1003E+07 0.7999E+06 0.1174E+07 0.7999E+06
    0.2375 0.1002E+07 0.1362E+07 0.1003E+07 0.7998E+06 0.1174E+07 0.7998E+06
    0.2500 0.1002E+07 0.1362E+07 0.1003E+07 0.7998E+06 0.1174E+07 0.7998E+06
    0.2625 0.1002E+07 0.1361E+07 0.1003E+07 0.7999E+06 0.1173E+07 0.7999E+06
    0.2750 0.1003E+07 0.1361E+07 0.1003E+07 0.8000E+06 0.1173E+07 0.8000E+06
    0.2875 0.1003E+07 0.1360E+07 0.1003E+07 0.8001E+06 0.1173E+07 0.8001E+06
    0.3000 0.1003E+07 0.1360E+07 0.1004E+07 0.8003E+06 0.1172E+07 0.8002E+06
    0.3125 0.1003E+07 0.1360E+07 0.1004E+07 0.8005E+06 0.1172E+07 0.8005E+06
    0.3250 0.1003E+07 0.1359E+07 0.1004E+07 0.8007E+06 0.1171E+07 0.8007E+06
    0.3375 0.1003E+07 0.1359E+07 0.1004E+07 0.8010E+06 0.1170E+07 0.8010E+06
    0.3500 0.1003E+07 0.1359E+07 0.1004E+07 0.8014E+06 0.1169E+07 0.8014E+06
    0.3625 0.1003E+07 0.1358E+07 0.1004E+07 0.8017E+06 0.1169E+07 0.8017E+06
    0.3750 0.1003E+07 0.1358E+07 0.1004E+07 0.8021E+06 0.1168E+07 0.8021E+06
    0.3875 0.1003E+07 0.1358E+07 0.1004E+07 0.8025E+06 0.1167E+07 0.8026E+06
    0.4000 0.1003E+07 0.1358E+07 0.1004E+07 0.8029E+06 0.1166E+07 0.8030E+06
    0.4125 0.1003E+07 0.1358E+07 0.1004E+07 0.8033E+06 0.1165E+07 0.8035E+06
    0.4250 0.1003E+07 0.1357E+07 0.1004E+07 0.8038E+06 0.1164E+07 0.8039E+06
    0.4375 0.1003E+07 0.1357E+07 0.1004E+07 0.8042E+06 0.1163E+07 0.8044E+06
    0.4500 0.1003E+07 0.1357E+07 0.1004E+07 0.8046E+06 0.1162E+07 0.8049E+06
    0.4625 0.1003E+07 0.1357E+07 0.1004E+07 0.8050E+06 0.1161E+07 0.8054E+06
    0.4750 0.1003E+07 0.1357E+07 0.1004E+07 0.8054E+06 0.1160E+07 0.8058E+06
    0.4875 0.1003E+07 0.1357E+07 0.1004E+07 0.8058E+06 0.1159E+07 0.8063E+06
    0.5000 0.1003E+07 0.1356E+07 0.1004E+07 0.8062E+06 0.1158E+07 0.8068E+06
    0.5125 0.1004E+07 0.1356E+07 0.1004E+07 0.8065E+06 0.1158E+07 0.8072E+06
    0.5250 0.1004E+07 0.1356E+07 0.1004E+07 0.8069E+06 0.1157E+07 0.8077E+06
    0.5375 0.1004E+07 0.1356E+07 0.1004E+07 0.8073E+06 0.1156E+07 0.8081E+06
    0.5500 0.1004E+07 0.1356E+07 0.1004E+07 0.8076E+06 0.1155E+07 0.8086E+06
    0.5625 0.1004E+07 0.1355E+07 0.1005E+07 0.8079E+06 0.1154E+07 0.8090E+06
    0.5750 0.1004E+07 0.1355E+07 0.1005E+07 0.8082E+06 0.1154E+07 0.8093E+06
    0.5875 0.1004E+07 0.1355E+07 0.1005E+07 0.8085E+06 0.1153E+07 0.8097E+06
    0.6000 0.1004E+07 0.1355E+07 0.1005E+07 0.8088E+06 0.1152E+07 0.8101E+06
    0.6125 0.1005E+07 0.1354E+07 0.1005E+07 0.8091E+06 0.1152E+07 0.8104E+06
    0.6250 0.1005E+07 0.1354E+07 0.1005E+07 0.8094E+06 0.1151E+07 0.8107E+06
    0.6375 0.1005E+07 0.1354E+07 0.1005E+07 0.8096E+06 0.1151E+07 0.8110E+06
    0.6500 0.1005E+07 0.1353E+07 0.1005E+07 0.8098E+06 0.1150E+07 0.8113E+06
    0.6625 0.1005E+07 0.1353E+07 0.1005E+07 0.8100E+06 0.1150E+07 0.8116E+06
    0.6750 0.1006E+07 0.1353E+07 0.1006E+07 0.8102E+06 0.1149E+07 0.8118E+06
    0.6875 0.1006E+07 0.1352E+07 0.1006E+07 0.8104E+06 0.1149E+07 0.8120E+06
    0.7000 0.1006E+07 0.1352E+07 0.1006E+07 0.8105E+06 0.1148E+07 0.8122E+06
    0.7125 0.1006E+07 0.1351E+07 0.1006E+07 0.8107E+06 0.1148E+07 0.8124E+06
    0.7250 0.1007E+07 0.1351E+07 0.1007E+07 0.8108E+06 0.1148E+07 0.8125E+06
    0.7375 0.1007E+07 0.1350E+07 0.1007E+07 0.8110E+06 0.1148E+07 0.8127E+06
    0.7500 0.1007E+07 0.1350E+07 0.1007E+07 0.8111E+06 0.1147E+07 0.8128E+06
    0.7625 0.1007E+07 0.1350E+07 0.1007E+07 0.8112E+06 0.1147E+07 0.8129E+06
    0.7750 0.1008E+07 0.1349E+07 0.1008E+07 0.8114E+06 0.1147E+07 0.8130E+06
    0.7875 0.1008E+07 0.1349E+07 0.1008E+07 0.8115E+06 0.1147E+07 0.8130E+06
    0.8000 0.1008E+07 0.1348E+07 0.1008E+07 0.8116E+06 0.1147E+07 0.8131E+06
    0.8125 0.1008E+07 0.1348E+07 0.1008E+07 0.8117E+06 0.1147E+07 0.8131E+06
    0.8250 0.1008E+07 0.1348E+07 0.1009E+07 0.8119E+06 0.1147E+07 0.8131E+06
    0.8375 0.1009E+07 0.1347E+07 0.1009E+07 0.8120E+06 0.1146E+07 0.8132E+06
    0.8500 0.1009E+07 0.1347E+07 0.1009E+07 0.8121E+06 0.1146E+07 0.8132E+06
    0.8625 0.1009E+07 0.1347E+07 0.1009E+07 0.8122E+06 0.1146E+07 0.8132E+06
    0.8750 0.1009E+07 0.1347E+07 0.1009E+07 0.8123E+06 0.1146E+07 0.8132E+06
    0.8875 0.1009E+07 0.1347E+07 0.1009E+07 0.8124E+06 0.1146E+07 0.8131E+06
