
Predictions were generated on 03-Feb-2021 at 16:01:44 using AA AeroAcoustics (v1.00.00, 18-Aug-2016)

Number of observers      :    2;  Number of frequencies    :   34
Description from AA input file, line2: IEA task 37 RWT turbine -- https://github.com/IEAWindTask37/IEA-3.4-130-RWT

     Time           	Obs1_Freq10         	Obs1_Freq12.5       	Obs1_Freq16         	Obs1_Freq20         	Obs1_Freq25         	Obs1_Freq31.5       	Obs1_Freq40         	Obs1_Freq50         	Obs1_Freq63         	Obs1_Freq80         	Obs1_Freq100        	Obs1_Freq125        	Obs1_Freq160        	Obs1_Freq200        	Obs1_Freq250        	Obs1_Freq315        	Obs1_Freq400        	Obs1_Freq500        	Obs1_Freq630        	Obs1_Freq800        	Obs1_Freq1000       	Obs1_Freq1250       	Obs1_Freq1600       	Obs1_Freq2000       	Obs1_Freq2500       	Obs1_Freq3150       	Obs1_Freq4000       	Obs1_Freq5000       	Obs1_Freq6300       	Obs1_Freq8000       	Obs1_Freq10000      	Obs1_Freq12500      	Obs1_Freq16000      	Obs1_Freq20000      	Obs2_Freq10         	Obs2_Freq12.5       	Obs2_Freq16         	Obs2_Freq20         	Obs2_Freq25         	Obs2_Freq31.5       	Obs2_Freq40         	Obs2_Freq50         	Obs2_Freq63         	Obs2_Freq80         	Obs2_Freq100        	Obs2_Freq125        	Obs2_Freq160        	Obs2_Freq200        	Obs2_Freq250        	Obs2_Freq315        	Obs2_Freq400        	Obs2_Freq500        	Obs2_Freq630        	Obs2_Freq800        	Obs2_Freq1000       	Obs2_Freq1250       	Obs2_Freq1600       	Obs2_Freq2000       	Obs2_Freq2500       	Obs2_Freq3150       	Obs2_Freq4000       	Obs2_Freq5000       	Obs2_Freq6300       	Obs2_Freq8000       	Obs2_Freq10000      	Obs2_Freq12500      	Obs2_Freq16000      	Obs2_Freq20000      
      (s)           	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 	SPL                 
         0.0000	  2.729387E+001	  2.944807E+001	  3.177798E+001	  3.386697E+001	  3.595989E+001	  3.812469E+001	  4.028254E+001	  4.217153E+001	  4.398972E+001	  4.575299E+001	  4.733255E+001	  4.865621E+001	  4.903992E+001	  4.789100E+001	  4.587901E+001	  4.420166E+001	  4.312231E+001	  4.347590E+001	  4.715425E+001	  5.001892E+001	  5.087509E+001	  5.235891E+001	  3.758288E+001	  3.190167E+001	  3.002529E+001	  2.821140E+001	  2.617205E+001	  2.426079E+001	  2.224242E+001	  2.007363E+001	  1.794774E+001	  1.570808E+001	  1.307918E+001	  1.054898E+001	  1.220533E+001	  1.430773E+001	  1.664161E+001	  1.876876E+001	  2.091376E+001	  2.309171E+001	  2.505417E+001	  2.657785E+001	  2.798860E+001	  2.939656E+001	  3.073108E+001	  3.189791E+001	  3.212076E+001	  3.095598E+001	  2.910098E+001	  2.760961E+001	  2.663356E+001	  2.698607E+001	  3.046786E+001	  3.280163E+001	  3.181493E+001	  3.354877E+001	  1.921176E+001	  1.410246E+001	  1.220561E+001	  1.032787E+001	  8.236018E+000	  6.258215E+000	  4.159807E+000	  1.903579E+000	 -3.047889E-001	 -2.625592E+000	 -5.340586E+000	 -7.943524E+000
         0.1000	  5.968066E+001	  5.869438E+001	  5.749403E+001	  5.630597E+001	  5.501647E+001	  5.357283E+001	  5.197158E+001	  5.039078E+001	  4.869698E+001	  4.693662E+001	  4.539440E+001	  4.411713E+001	  4.317760E+001	  4.286191E+001	  4.272520E+001	  4.257091E+001	  4.232604E+001	  4.236573E+001	  4.492837E+001	  4.972116E+001	  5.445074E+001	  5.368538E+001	  3.863634E+001	  3.240782E+001	  3.041197E+001	  2.853112E+001	  2.638654E+001	  2.435840E+001	  2.221656E+001	  1.993360E+001	  1.772669E+001	  1.544046E+001	  1.280548E+001	  1.030956E+001	  4.067677E+001	  3.967498E+001	  3.845987E+001	  3.726396E+001	  3.597970E+001	  3.457496E+001	  3.308800E+001	  3.169773E+001	  3.028825E+001	  2.892743E+001	  2.791614E+001	  2.752181E+001	  2.733931E+001	  2.748474E+001	  2.753330E+001	  2.738946E+001	  2.710411E+001	  2.712560E+001	  2.952925E+001	  3.400837E+001	  3.765732E+001	  3.587639E+001	  2.126082E+001	  1.569617E+001	  1.367098E+001	  1.169176E+001	  9.454890E+000	  7.311823E+000	  5.031208E+000	  2.596409E+000	  2.494379E-001	 -2.167133E+000	 -4.927070E+000	 -7.513996E+000
         0.2000	  5.979802E+001	  5.881562E+001	  5.761951E+001	  5.643498E+001	  5.514806E+001	  5.370444E+001	  5.209666E+001	  5.049808E+001	  4.876620E+001	  4.694375E+001	  4.533189E+001	  4.401600E+001	  4.313904E+001	  4.285909E+001	  4.277139E+001	  4.276941E+001	  4.265285E+001	  4.252684E+001	  4.487004E+001	  5.001900E+001	  5.390432E+001	  5.415678E+001	  3.900714E+001	  3.255746E+001	  3.053091E+001	  2.865347E+001	  2.651065E+001	  2.448629E+001	  2.235137E+001	  2.007826E+001	  1.788209E+001	  1.560701E+001	  1.298365E+001	  1.049688E+001	  4.101850E+001	  4.003177E+001	  3.883471E+001	  3.765696E+001	  3.639336E+001	  3.501400E+001	  3.356213E+001	  3.221166E+001	  3.084557E+001	  2.955151E+001	  2.867892E+001	  2.859695E+001	  2.882309E+001	  2.917554E+001	  2.934845E+001	  2.942300E+001	  2.935519E+001	  2.916646E+001	  3.131150E+001	  3.617959E+001	  3.876955E+001	  3.772363E+001	  2.307177E+001	  1.742534E+001	  1.536880E+001	  1.337117E+001	  1.111491E+001	  8.949335E+000	  6.644106E+000	  4.185067E+000	  1.817859E+000	 -6.160194E-001	 -3.391537E+000	 -5.989470E+000
         0.3000	  5.979640E+001	  5.881302E+001	  5.761585E+001	  5.643050E+001	  5.514293E+001	  5.369926E+001	  5.209299E+001	  5.049494E+001	  4.877264E+001	  4.696026E+001	  4.535580E+001	  4.405188E+001	  4.319019E+001	  4.296395E+001	  4.296189E+001	  4.292628E+001	  4.265502E+001	  4.250229E+001	  4.494800E+001	  5.005115E+001	  5.343469E+001	  5.365704E+001	  3.861918E+001	  3.241023E+001	  3.042031E+001	  2.854266E+001	  2.640333E+001	  2.438551E+001	  2.225968E+001	  1.999735E+001	  1.781106E+001	  1.554400E+001	  1.292555E+001	  1.043867E+001	  4.151344E+001	  4.054066E+001	  3.936253E+001	  3.820845E+001	  3.698185E+001	  3.567138E+001	  3.434892E+001	  3.317335E+001	  3.201044E+001	  3.094844E+001	  3.030465E+001	  3.047713E+001	  3.087696E+001	  3.141560E+001	  3.163473E+001	  3.162882E+001	  3.139735E+001	  3.136792E+001	  3.383255E+001	  3.836458E+001	  4.005694E+001	  3.875689E+001	  2.440182E+001	  1.917373E+001	  1.714685E+001	  1.512991E+001	  1.285885E+001	  1.067839E+001	  8.357564E+000	  5.883497E+000	  3.503222E+000	  1.056188E+000	 -1.735646E+000	 -4.351119E+000
         0.4000	  5.973383E+001	  5.874820E+001	  5.754847E+001	  5.636077E+001	  5.507098E+001	  5.362563E+001	  5.201727E+001	  5.042384E+001	  4.869941E+001	  4.690901E+001	  4.530904E+001	  4.398820E+001	  4.306718E+001	  4.276687E+001	  4.272362E+001	  4.258507E+001	  4.233699E+001	  4.224582E+001	  4.490856E+001	  4.996865E+001	  5.377132E+001	  5.311334E+001	  3.819746E+001	  3.223757E+001	  3.028190E+001	  2.839881E+001	  2.625868E+001	  2.423726E+001	  2.210441E+001	  1.983224E+001	  1.763542E+001	  1.535745E+001	  1.272735E+001	  1.023058E+001	  4.207796E+001	  4.111755E+001	  3.995904E+001	  3.883481E+001	  3.766389E+001	  3.646926E+001	  3.536072E+001	  3.447078E+001	  3.362532E+001	  3.287064E+001	  3.245175E+001	  3.272900E+001	  3.319089E+001	  3.367626E+001	  3.404543E+001	  3.386294E+001	  3.354039E+001	  3.344049E+001	  3.649706E+001	  4.076908E+001	  4.212731E+001	  3.976790E+001	  2.583822E+001	  2.110411E+001	  1.909935E+001	  1.704986E+001	  1.474994E+001	  1.253256E+001	  1.016458E+001	  7.635837E+000	  5.202435E+000	  2.703560E+000	 -1.407591E-001	 -2.797453E+000
         0.5000	  5.967636E+001	  5.868913E+001	  5.748765E+001	  5.629851E+001	  5.500775E+001	  5.356269E+001	  5.195949E+001	  5.037533E+001	  4.868487E+001	  4.694360E+001	  4.543242E+001	  4.420913E+001	  4.332089E+001	  4.300321E+001	  4.293397E+001	  4.273688E+001	  4.230594E+001	  4.213913E+001	  4.497325E+001	  4.978053E+001	  5.381537E+001	  5.267360E+001	  3.783653E+001	  3.202668E+001	  3.008933E+001	  2.820107E+001	  2.606335E+001	  2.404618E+001	  2.191881E+001	  1.965251E+001	  1.746016E+001	  1.518443E+001	  1.255295E+001	  1.005093E+001	  4.224276E+001	  4.128921E+001	  4.015203E+001	  3.907505E+001	  3.800972E+001	  3.704454E+001	  3.636123E+001	  3.603371E+001	  3.585063E+001	  3.571908E+001	  3.570966E+001	  3.602153E+001	  3.637026E+001	  3.677617E+001	  3.712511E+001	  3.694234E+001	  3.649771E+001	  3.641679E+001	  3.948341E+001	  4.298999E+001	  4.414474E+001	  4.061530E+001	  2.731036E+001	  2.310168E+001	  2.107475E+001	  1.895649E+001	  1.659093E+001	  1.429530E+001	  1.183199E+001	  9.194971E+000	  6.656515E+000	  4.053997E+000	  1.102954E+000	 -1.638459E+000
         0.6000	  5.981278E+001	  5.882358E+001	  5.762054E+001	  5.643166E+001	  5.514547E+001	  5.371618E+001	  5.215519E+001	  5.065963E+001	  4.915118E+001	  4.778681E+001	  4.686938E+001	  4.633807E+001	  4.602584E+001	  4.582251E+001	  4.530638E+001	  4.426635E+001	  4.319693E+001	  4.295817E+001	  4.554483E+001	  4.986013E+001	  5.256534E+001	  5.220047E+001	  3.746467E+001	  3.184009E+001	  2.993905E+001	  2.807386E+001	  2.598086E+001	  2.401345E+001	  2.193846E+001	  1.971976E+001	  1.755927E+001	  1.529831E+001	  1.266078E+001	  1.013404E+001	  4.228941E+001	  4.137763E+001	  4.035245E+001	  3.950093E+001	  3.888668E+001	  3.873535E+001	  3.918785E+001	  3.998097E+001	  4.093717E+001	  4.191687E+001	  4.272398E+001	  4.321161E+001	  4.322353E+001	  4.290307E+001	  4.228995E+001	  4.156056E+001	  4.105236E+001	  4.126795E+001	  4.403125E+001	  4.594727E+001	  4.202583E+001	  4.111132E+001	  2.932061E+001	  2.598956E+001	  2.398819E+001	  2.186311E+001	  1.952254E+001	  1.724301E+001	  1.478082E+001	  1.211876E+001	  9.520832E+000	  6.813505E+000	  3.688276E+000	  7.410120E-001
         0.7000	  6.001155E+001	  5.902286E+001	  5.782344E+001	  5.664487E+001	  5.538567E+001	  5.402535E+001	  5.262590E+001	  5.141902E+001	  5.040747E+001	  4.976993E+001	  4.958962E+001	  4.947345E+001	  4.885894E+001	  4.762129E+001	  4.599732E+001	  4.442753E+001	  4.351771E+001	  4.437342E+001	  4.740323E+001	  4.929704E+001	  5.307840E+001	  5.187703E+001	  3.719359E+001	  3.167722E+001	  2.981603E+001	  2.798820E+001	  2.594870E+001	  2.403247E+001	  2.200385E+001	  1.982078E+001	  1.767936E+001	  1.542273E+001	  1.277366E+001	  1.022382E+001	  4.253152E+001	  4.176688E+001	  4.106456E+001	  4.074736E+001	  4.096394E+001	  4.188322E+001	  4.337589E+001	  4.495857E+001	  4.661405E+001	  4.822805E+001	  4.948265E+001	  5.008568E+001	  4.946275E+001	  4.768488E+001	  4.549897E+001	  4.378904E+001	  4.310529E+001	  4.467963E+001	  4.854601E+001	  4.887112E+001	  4.382602E+001	  4.362899E+001	  3.247450E+001	  2.949673E+001	  2.764548E+001	  2.570193E+001	  2.358954E+001	  2.153617E+001	  1.930423E+001	  1.685799E+001	  1.442467E+001	  1.183160E+001	  8.760269E+000	  5.788228E+000
         0.8000	  6.020828E+001	  5.923207E+001	  5.805166E+001	  5.690022E+001	  5.569038E+001	  5.443894E+001	  5.329789E+001	  5.259609E+001	  5.245785E+001	  5.277432E+001	  5.272700E+001	  5.187809E+001	  5.000755E+001	  4.789235E+001	  4.611529E+001	  4.501493E+001	  4.528692E+001	  4.744561E+001	  4.952511E+001	  4.361648E+001	  5.294228E+001	  5.178735E+001	  3.714485E+001	  3.160211E+001	  2.966353E+001	  2.777592E+001	  2.569644E+001	  2.376564E+001	  2.173979E+001	  1.957149E+001	  1.744976E+001	  1.521538E+001	  1.259174E+001	  1.006441E+001	  4.244453E+001	  4.157470E+001	  4.062638E+001	  3.990696E+001	  3.956227E+001	  3.990349E+001	  4.100920E+001	  4.244055E+001	  4.399840E+001	  4.495280E+001	  4.427054E+001	  4.220500E+001	  3.973607E+001	  3.776857E+001	  3.664644E+001	  3.671183E+001	  3.815515E+001	  4.061909E+001	  4.081427E+001	  3.170281E+001	  3.755093E+001	  3.722707E+001	  2.457405E+001	  2.089962E+001	  1.902129E+001	  1.705938E+001	  1.489118E+001	  1.277579E+001	  1.047080E+001	  7.945145E+000	  5.445459E+000	  2.808483E+000	 -2.657175E-001	 -3.182594E+000
