! Boundary layer characteristics at the trailing edge for the airfoil coordinates of C:/Material/Projects/Aeroacoustics/verifyAA/OpenFAST_IEA_LB_RWT/Airfoils/AF05_Coords.txt
! Legend: aoa - angle of attack (deg), Re - Reynolds number (-, millions), PS - pressure side, SS - suction side,  Ue_Vinf - edge velocity (-), Dstar - displacement thickness (-), Theta - momentum thickness (-) Cf  - friction coefficient (-)
4 	 ReListBL   -  Number of Reynolds numbers (it corresponds to the number of tables)
30 	 aoaListBL  -  Number of angles of attack (it corresponds to the number of rows in each table)
0.50 	   -  Re
aoa 	 	 Ue_Vinf_SS 	 Ue_Vinf_PS 	  Dstar_SS 	 	  Dstar_PS 	 	  Theta_SS 	 	  Theta_PS 	 	    Cf_SS 	 	    Cf_PS
(deg) 	 	 	 (-) 	 	 	 (-) 	 	 	 (-) 	 	 	 (-) 	 	 	 (-) 	 	 	 (-) 	 	 	 (-) 	 	 	 (-)
-5.00000 	 9.30300e-01 	 9.29470e-01 	 1.05861e-01 	 1.09784e-01 	 6.08400e-03 	 6.19100e-03 	 -1.80000e-05 	 -1.70000e-05 
-3.96552 	 9.07060e-01 	 9.06290e-01 	 1.11891e-01 	 1.15930e-01 	 6.47800e-03 	 6.58500e-03 	 -1.60000e-05 	 -1.60000e-05 
-2.93103 	 8.93620e-01 	 8.92890e-01 	 1.17862e-01 	 1.22004e-01 	 6.82500e-03 	 6.93500e-03 	 -1.50000e-05 	 -1.50000e-05 
-1.89655 	 8.87660e-01 	 8.86960e-01 	 1.23818e-01 	 1.28047e-01 	 7.19300e-03 	 7.30400e-03 	 -1.40000e-05 	 -1.40000e-05 
-0.86207 	 8.87180e-01 	 8.86510e-01 	 1.29148e-01 	 1.33442e-01 	 7.64800e-03 	 7.75900e-03 	 -1.30000e-05 	 -1.30000e-05 
0.17241 	 8.89950e-01 	 8.89250e-01 	 1.36769e-01 	 1.41145e-01 	 7.77100e-03 	 7.89200e-03 	 -1.30000e-05 	 -1.30000e-05 
1.20690 	 8.94330e-01 	 8.93610e-01 	 1.44510e-01 	 1.48959e-01 	 7.94500e-03 	 8.07600e-03 	 -1.30000e-05 	 -1.30000e-05 
2.24138 	 9.02220e-01 	 9.01450e-01 	 1.52788e-01 	 1.57302e-01 	 8.07300e-03 	 8.21800e-03 	 -1.30000e-05 	 -1.30000e-05 
3.27586 	 9.12060e-01 	 9.11250e-01 	 1.61446e-01 	 1.66018e-01 	 8.18100e-03 	 8.34300e-03 	 -1.30000e-05 	 -1.20000e-05 
4.31034 	 9.19060e-01 	 9.18180e-01 	 1.72534e-01 	 1.77182e-01 	 8.28600e-03 	 8.47100e-03 	 -1.30000e-05 	 -1.20000e-05 
5.34483 	 9.32440e-01 	 9.31510e-01 	 1.82143e-01 	 1.86836e-01 	 8.55800e-03 	 8.76000e-03 	 -1.20000e-05 	 -1.20000e-05 
6.37931 	 9.49320e-01 	 9.48270e-01 	 1.98274e-01 	 2.03042e-01 	 8.85700e-03 	 9.09900e-03 	 -1.20000e-05 	 -1.20000e-05 
7.41379 	 9.64410e-01 	 9.63280e-01 	 2.16912e-01 	 2.21762e-01 	 9.39000e-03 	 9.67000e-03 	 -1.20000e-05 	 -1.10000e-05 
8.44828 	 9.73710e-01 	 9.72570e-01 	 2.31572e-01 	 2.36487e-01 	 9.84800e-03 	 1.01450e-02 	 -1.10000e-05 	 -1.10000e-05 
9.48276 	 1.03201e+00 	 1.03090e+00 	 3.22303e-01 	 3.27443e-01 	 1.45270e-02 	 1.49060e-02 	 -8.00000e-06 	 -8.00000e-06 
10.51724 	 1.03942e+00 	 1.03834e+00 	 3.37095e-01 	 3.42287e-01 	 1.48070e-02 	 1.51920e-02 	 -8.00000e-06 	 -8.00000e-06 
11.55172 	 1.05061e+00 	 1.04956e+00 	 3.58810e-01 	 3.64064e-01 	 1.54130e-02 	 1.58050e-02 	 -8.00000e-06 	 -8.00000e-06 
12.58621 	 1.05387e+00 	 1.05283e+00 	 3.66190e-01 	 3.71482e-01 	 1.53470e-02 	 1.57420e-02 	 -8.00000e-06 	 -8.00000e-06 
13.62069 	 1.05224e+00 	 1.05119e+00 	 3.64056e-01 	 3.69368e-01 	 1.48470e-02 	 1.52430e-02 	 -8.00000e-06 	 -8.00000e-06 
14.65517 	 1.08986e+00 	 1.08895e+00 	 4.24859e-01 	 4.30259e-01 	 1.69670e-02 	 1.73520e-02 	 -7.00000e-06 	 -7.00000e-06 
15.68966 	 1.08674e+00 	 1.08577e+00 	 4.18437e-01 	 4.23866e-01 	 1.65360e-02 	 1.69450e-02 	 -8.00000e-06 	 -7.00000e-06 
16.72414 	 1.11355e+00 	 1.11265e+00 	 4.70773e-01 	 4.76289e-01 	 1.83940e-02 	 1.88100e-02 	 -7.00000e-06 	 -7.00000e-06 
17.75862 	 1.11946e+00 	 1.11855e+00 	 4.75633e-01 	 4.81173e-01 	 1.82160e-02 	 1.86370e-02 	 -7.00000e-06 	 -7.00000e-06 
