! Boundary layer characteristics at the trailing edge for the airfoil coordinates of /Users/pbortolo/work/2_openfast/noise/verifyAA/OpenFAST_IEA_LB_RWT/Airfoils/AF23_Coords.txt
! Legend: aoa - angle of attack (deg), Re - Reynolds number (-, millions), PS - pressure side, SS - suction side,  Ue_Vinf - edge velocity (-), Dstar - displacement thickness (-), Delta - nominal boundary layer thickness (-) Cf  - friction coefficient (-)
4 	 ReListBL   -  Number of Reynolds numbers (it corresponds to the number of tables)
30 	 aoaListBL  -  Number of angles of attack (it corresponds to the number of rows in each table)
0.50 	   -  Re
aoa 	 	 Ue_Vinf_SS 	 Ue_Vinf_PS 	  Dstar_SS 	 	  Dstar_PS 	 	  Delta_SS 	 	  Delta_PS 	 	    Cf_SS 	 	    Cf_PS
(deg) 	 	 	 (-) 	 	 	 (-) 	 	 	 (-) 	 	 	 (-) 	 	 	 (-) 	 	 	 (-) 	 	 	 (-) 	 	 	 (-)
-5.00000 	 8.62380e-01 	 -8.59540e-01 	 6.24400e-03 	 7.65200e-03 	 2.55898e-02 	 4.34820e-02 	 1.53300e-03 	 2.22500e-03 
-3.96552 	 8.65170e-01 	 -8.62190e-01 	 6.92300e-03 	 6.79300e-03 	 2.77708e-02 	 4.19934e-02 	 1.43600e-03 	 2.50200e-03 
-2.93103 	 8.67840e-01 	 -8.64680e-01 	 7.61000e-03 	 6.12100e-03 	 2.97677e-02 	 4.06832e-02 	 1.33600e-03 	 2.74600e-03 
-1.89655 	 8.70440e-01 	 -8.67070e-01 	 8.35200e-03 	 5.60500e-03 	 3.20201e-02 	 3.98148e-02 	 1.25300e-03 	 2.96800e-03 
-0.86207 	 8.73150e-01 	 -8.69530e-01 	 9.14500e-03 	 5.08500e-03 	 3.43014e-02 	 3.85524e-02 	 1.17000e-03 	 3.19800e-03 
0.17241 	 8.75720e-01 	 -8.71840e-01 	 1.00010e-02 	 4.73900e-03 	 3.68554e-02 	 3.84851e-02 	 1.10100e-03 	 3.41100e-03 
1.20690 	 8.77820e-01 	 -8.73640e-01 	 1.09550e-02 	 4.44500e-03 	 3.99673e-02 	 3.73197e-02 	 1.05100e-03 	 3.55000e-03 
2.24138 	 8.80520e-01 	 -8.75970e-01 	 1.19010e-02 	 4.05200e-03 	 4.22633e-02 	 3.60831e-02 	 9.67000e-04 	 3.77100e-03 
3.27586 	 8.82720e-01 	 -8.77830e-01 	 1.30150e-02 	 3.82900e-03 	 4.54816e-02 	 3.53600e-02 	 9.09000e-04 	 3.91300e-03 
