! Boundary layer characteristics at the trailing edge for the airfoil coordinates of AF16_Coords.txt
! Legend: aoa - angle of attack (deg), Re - Reynolds number (-, millions), PS - pressure side, SS - suction side,  Ue_Vinf - edge velocity (-), Dstar - displacement thickness (-), Delta - nominal boundary layer thickness (-) Cf  - friction coefficient (-)
4 	 ReListBL   -  Number of Reynolds numbers (it corresponds to the number of tables)
30 	 aoaListBL  -  Number of angles of attack (it corresponds to the number of rows in each table)
0.50 	   -  Re
aoa 	 	 Ue_Vinf_SS 	 Ue_Vinf_PS 	  Dstar_SS 	 	  Dstar_PS 	 	  Delta_SS 	 	  Delta_PS 	 	    Cf_SS 	 	    Cf_PS
(deg) 	 	 	 (-) 	 	 	 (-) 	 	 	 (-) 	 	 	 (-) 	 	 	 (-) 	 	 	 (-) 	 	 	 (-) 	 	 	 (-)
-5.00000 	 8.93620e-01 	 -8.86440e-01 	 4.93200e-03 	 1.52780e-02 	 2.29330e-02 	 7.00115e-02 	 2.13800e-03 	 1.48800e-03 
-3.96552 	 8.96480e-01 	 -8.87940e-01 	 5.49400e-03 	 1.28220e-02 	 2.48596e-02 	 6.26726e-02 	 2.00000e-03 	 1.71400e-03 
-2.93103 	 9.00020e-01 	 -8.90140e-01 	 6.11200e-03 	 1.11680e-02 	 2.68682e-02 	 5.86918e-02 	 1.86500e-03 	 1.95600e-03 
-1.89655 	 9.04240e-01 	 -8.92720e-01 	 6.70900e-03 	 9.60800e-03 	 2.87294e-02 	 5.50266e-02 	 1.75200e-03 	 2.24600e-03 
-0.86207 	 9.08800e-01 	 -8.95520e-01 	 7.41600e-03 	 8.30000e-03 	 3.09439e-02 	 5.22648e-02 	 1.64100e-03 	 2.56400e-03 
0.17241 	 9.11790e-01 	 -8.96780e-01 	 8.19600e-03 	 7.16600e-03 	 3.32769e-02 	 4.72541e-02 	 1.52400e-03 	 2.77900e-03 
1.20690 	 9.14790e-01 	 -8.98220e-01 	 9.03700e-03 	 6.38700e-03 	 3.55910e-02 	 4.48361e-02 	 1.40500e-03 	 3.01300e-03 
2.24138 	 9.18020e-01 	 -8.99780e-01 	 9.97900e-03 	 5.68000e-03 	 3.81055e-02 	 4.29851e-02 	 1.28900e-03 	 3.28100e-03 
3.27586 	 9.20670e-01 	 -9.00490e-01 	 1.10840e-02 	 4.93100e-03 	 4.07767e-02 	 3.89019e-02 	 1.15800e-03 	 3.50700e-03 
4.31034 	 9.23090e-01 	 -9.01400e-01 	 1.23510e-02 	 4.45900e-03 	 4.37281e-02 	 3.72897e-02 	 1.02900e-03 	 3.73300e-03 
5.34483 	 9.25720e-01 	 -9.02160e-01 	 1.38260e-02 	 3.92300e-03 	 4.68903e-02 	 3.44235e-02 	 8.95000e-04 	 3.97500e-03 
6.37931 	 9.28170e-01 	 -9.03060e-01 	 1.55970e-02 	 3.54200e-03 	 5.03215e-02 	 3.26572e-02 	 7.51000e-04 	 4.19900e-03 
7.41379 	 9.31020e-01 	 -9.04160e-01 	 1.75900e-02 	 3.14400e-03 	 5.34034e-02 	 3.02743e-02 	 5.97000e-04 	 4.44300e-03 
8.44828 	 9.35020e-01 	 -9.06740e-01 	 2.04020e-02 	 2.84800e-03 	 5.68899e-02 	 2.88118e-02 	 4.09000e-04 	 4.69100e-03 
9.48276 	 9.41700e-01 	 -9.11730e-01 	 2.42500e-02 	 2.51000e-03 	 6.00049e-02 	 2.63170e-02 	 1.98000e-04 	 4.98800e-03 
10.51724 	 9.56210e-01 	 -9.24310e-01 	 3.06000e-02 	 2.22000e-03 	 6.40025e-02 	 2.43990e-02 	 1.20000e-05 	 5.39000e-03 
11.55172 	 9.77160e-01 	 -9.41350e-01 	 3.88850e-02 	 1.94900e-03 	 7.00350e-02 	 2.25037e-02 	 -1.30000e-05 	 5.88400e-03 
12.58621 	 9.99230e-01 	 -9.59360e-01 	 5.07530e-02 	 1.70100e-03 	 8.11475e-02 	 2.03393e-02 	 -1.60000e-05 	 6.41100e-03 
13.62069 	 1.02727e+00 	 -9.83150e-01 	 7.07250e-02 	 1.50000e-03 	 1.02461e-01 	 1.84503e-02 	 -1.40000e-05 	 7.01500e-03 
14.65517 	 1.05844e+00 	 -1.01078e+00 	 1.01665e-01 	 1.36300e-03 	 1.37771e-01 	 1.71433e-02 	 -1.20000e-05 	 7.62800e-03 
