REDWINmodel 2 Input File. Valid for REDWINmodel2-2.0, 11-Nov-2018.
----- Number of data points in each curve ---------------------------------------------------------------------------------------------------------------------
   82			NM		- Number of rows in the Moment – Hor. displacement – Rotation curve (H = 0)
   112			NH 		- Number of rows in the Hor. load – Hor. displacement - Rotation curve (M = 0)
----- Moment - Horizontal displacement - Rotation (in radians) curve at seabed --------------------------------------------------------------------------------------------- 
Moment          Hor. Displ.   	Rotation
0		0 		0	
1.599830e+07	6.628580e-05	1.446420e-05
3.189130e+07	1.326420e-04	2.888670e-05
4.737820e+07	1.992940e-04	4.313980e-05
6.222200e+07	2.664310e-04	5.711240e-05
7.635830e+07	3.341130e-04	7.076230e-05
8.986530e+07	4.022830e-04	8.411180e-05
1.028830e+08	4.708330e-04	9.721690e-05
1.155440e+08	5.396530e-04	1.101370e-04
1.279400e+08	6.086630e-04	1.229190e-04
1.401190e+08	6.778130e-04	1.355890e-04
1.520990e+08	7.470830e-04	1.481580e-04
1.638770e+08	8.164740e-04	1.606260e-04
1.754540e+08	8.859870e-04	1.729950e-04
1.868480e+08	9.556170e-04	1.852720e-04
1.980730e+08	1.025360e-03	1.974630e-04
2.091510e+08	1.095200e-03	2.095760e-04
2.201010e+08	1.165140e-03	2.216210e-04
2.309330e+08	1.235160e-03	2.336030e-04
2.416590e+08	1.305260e-03	2.455270e-04
2.522930e+08	1.375440e-03	2.574020e-04
2.628350e+08	1.445680e-03	2.692290e-04
2.732910e+08	1.515990e-03	2.810110e-04
2.836650e+08	1.586360e-03	2.927500e-04
2.939560e+08	1.656780e-03	3.044470e-04
3.041650e+08	1.727260e-03	3.161020e-04
3.142950e+08	1.797790e-03	3.277170e-04
3.243490e+08	1.868370e-03	3.392930e-04
3.343320e+08	1.939000e-03	3.508340e-04
3.442520e+08	2.009670e-03	3.623430e-04
3.541060e+08	2.080380e-03	3.738170e-04
3.638980e+08	2.151130e-03	3.852600e-04
3.736300e+08	2.221930e-03	3.966720e-04
3.833080e+08	2.292760e-03	4.080550e-04
3.929340e+08	2.363630e-03	4.194110e-04
4.025110e+08	2.434530e-03	4.307420e-04
4.120350e+08	2.505460e-03	4.420450e-04
4.215070e+08	2.576430e-03	4.533200e-04
4.309290e+08	2.647440e-03	4.645690e-04
4.403060e+08	2.718480e-03	4.757930e-04
4.496410e+08	2.789540e-03	4.869960e-04
4.589340e+08	2.860640e-03	4.981770e-04
4.681820e+08	2.931760e-03	5.093330e-04
4.773840e+08	3.002920e-03	5.204650e-04
4.865420e+08	3.074110e-03	5.315730e-04
4.956610e+08	3.145320e-03	5.426590e-04
5.047410e+08	3.216570e-03	5.537250e-04
5.137810e+08	3.287830e-03	5.647700e-04
5.227830e+08	3.359130e-03	5.757940e-04
5.317450e+08	3.430450e-03	5.867970e-04
5.406680e+08	3.501800e-03	5.977780e-04
5.495520e+08	3.573180e-03	6.087380e-04
5.584000e+08	3.644580e-03	6.196780e-04
5.672140e+08	3.716000e-03	6.306000e-04
5.759960e+08	3.787440e-03	6.415040e-04
5.847440e+08	3.858910e-03	6.523890e-04
5.934580e+08	3.930400e-03	6.632550e-04
6.021390e+08	4.001910e-03	6.741030e-04
6.107890e+08	4.073440e-03	6.849340e-04
6.194090e+08	4.145000e-03	6.957480e-04
6.280000e+08	4.216570e-03	7.065450e-04
6.365590e+08	4.288170e-03	7.173240e-04
6.450890e+08	4.359790e-03	7.280870e-04
6.535890e+08	4.431430e-03	7.388330e-04
6.620590e+08	4.503090e-03	7.495630e-04
6.705000e+08	4.574770e-03	7.602750e-04
6.789100e+08	4.646470e-03	7.709700e-04
6.872940e+08	4.718190e-03	7.816500e-04
6.956460e+08	4.789930e-03	7.923120e-04
7.039720e+08	4.861690e-03	8.029570e-04
7.122680e+08	4.933470e-03	8.135860e-04
7.205370e+08	5.005280e-03	8.241980e-04
7.287780e+08	5.077100e-03	8.347940e-04
7.369940e+08	5.148940e-03	8.453750e-04
7.451800e+08	5.220800e-03	8.559390e-04
7.533340e+08	5.292690e-03	8.664830e-04
7.614610e+08	5.364600e-03	8.770100e-04
7.695570e+08	5.436530e-03	8.875190e-04
7.776260e+08	5.508480e-03	8.980110e-04
7.856680e+08	5.580450e-03	9.084860e-04
7.936830e+08	5.652450e-03	9.189460e-04
8.000000e+08	5.709470e-03	9.272100e-04
----- Horizontal Load - Horizontal displacement - Rotation (radians) curve at seabed ---------------------------------------------------------------------------------------------
Hor. Load  	Hor. Displ. Rotation
0		0 		0	
1.5997E+06	7.2254E-05	6.6280E-06
3.1857E+06	1.4450E-04	1.3260E-05
4.7073E+06	2.1676E-04	1.9891E-05
6.1210E+06	2.8903E-04	2.6486E-05
7.4225E+06	3.6136E-04	3.3011E-05
8.6366E+06	4.3375E-04	3.9465E-05
9.7949E+06	5.0617E-04	4.5862E-05
1.0920E+07	5.7861E-04	5.2223E-05
1.2021E+07	6.5107E-04	5.8556E-05
1.3098E+07	7.2353E-04	6.4868E-05
1.4148E+07	7.9600E-04	7.1161E-05
1.5173E+07	8.6846E-04	7.7436E-05
1.6173E+07	9.4093E-04	8.3693E-05
1.7151E+07	1.0134E-03	8.9934E-05
1.8109E+07	1.0859E-03	9.6158E-05
1.9049E+07	1.1583E-03	1.0237E-04
1.9972E+07	1.2308E-03	1.0856E-04
2.0881E+07	1.3033E-03	1.1473E-04
2.1777E+07	1.3758E-03	1.2088E-04
2.2661E+07	1.4483E-03	1.2701E-04
2.3535E+07	1.5208E-03	1.3313E-04
2.4399E+07	1.5933E-03	1.3923E-04
2.5252E+07	1.6659E-03	1.4532E-04
2.6096E+07	1.7384E-03	1.5139E-04
2.6931E+07	1.8110E-03	1.5745E-04
2.7756E+07	1.8836E-03	1.6349E-04
2.8572E+07	1.9562E-03	1.6952E-04
2.9380E+07	2.0288E-03	1.7553E-04
3.0180E+07	2.1013E-03	1.8153E-04
3.0971E+07	2.1739E-03	1.8753E-04
3.1756E+07	2.2466E-03	1.9350E-04
3.2533E+07	2.3192E-03	1.9947E-04
3.3303E+07	2.3918E-03	2.0542E-04
3.4066E+07	2.4644E-03	2.1137E-04
3.4823E+07	2.5371E-03	2.1730E-04
3.5573E+07	2.6097E-03	2.2321E-04
3.6318E+07	2.6824E-03	2.2912E-04
3.7057E+07	2.7550E-03	2.3502E-04
3.7789E+07	2.8277E-03	2.4090E-04
3.8516E+07	2.9004E-03	2.4678E-04
3.9237E+07	2.9731E-03	2.5264E-04
3.9952E+07	3.0457E-03	2.5850E-04
4.0662E+07	3.1184E-03	2.6434E-04
4.1366E+07	3.1911E-03	2.7017E-04
4.2065E+07	3.2638E-03	2.7599E-04
4.2758E+07	3.3366E-03	2.8180E-04
4.3447E+07	3.4093E-03	2.8760E-04
4.4131E+07	3.4820E-03	2.9339E-04
4.4809E+07	3.5548E-03	2.9916E-04
4.5483E+07	3.6275E-03	3.0493E-04
4.6152E+07	3.7003E-03	3.1069E-04
4.6816E+07	3.7730E-03	3.1643E-04
4.7476E+07	3.8458E-03	3.2217E-04
4.8132E+07	3.9186E-03	3.2790E-04
4.8783E+07	3.9913E-03	3.3362E-04
4.9430E+07	4.0641E-03	3.3933E-04
5.0072E+07	4.1369E-03	3.4503E-04
5.0710E+07	4.2097E-03	3.5072E-04
5.1344E+07	4.2825E-03	3.5641E-04
5.1974E+07	4.3552E-03	3.6209E-04
5.2601E+07	4.4280E-03	3.6776E-04
5.3224E+07	4.5008E-03	3.7342E-04
5.3844E+07	4.5736E-03	3.7908E-04
5.4460E+07	4.6464E-03	3.8473E-04
5.5073E+07	4.7192E-03	3.9037E-04
5.5682E+07	4.7920E-03	3.9601E-04
5.6288E+07	4.8648E-03	4.0163E-04
5.6892E+07	4.9376E-03	4.0725E-04
5.7493E+07	5.0104E-03	4.1286E-04
5.8090E+07	5.0832E-03	4.1847E-04
5.8685E+07	5.1560E-03	4.2406E-04
5.9276E+07	5.2288E-03	4.2966E-04
5.9864E+07	5.3016E-03	4.3524E-04
6.0449E+07	5.3744E-03	4.4081E-04
6.1031E+07	5.4472E-03	4.4638E-04
6.1609E+07	5.5201E-03	4.5194E-04
6.2185E+07	5.5929E-03	4.5750E-04
6.2758E+07	5.6657E-03	4.6305E-04
6.3328E+07	5.7385E-03	4.6859E-04
6.3895E+07	5.8114E-03	4.7412E-04
6.4459E+07	5.8842E-03	4.7965E-04
6.5021E+07	5.9570E-03	4.8517E-04
6.5581E+07	6.0299E-03	4.9068E-04
6.6138E+07	6.1027E-03	4.9619E-04
6.6692E+07	6.1756E-03	5.0169E-04
6.7244E+07	6.2484E-03	5.0718E-04
6.7794E+07	6.3213E-03	5.1267E-04
6.8341E+07	6.3941E-03	5.1815E-04
6.8886E+07	6.4670E-03	5.2363E-04
6.9428E+07	6.5399E-03	5.2910E-04
6.9968E+07	6.6127E-03	5.3456E-04
7.0505E+07	6.6856E-03	5.4001E-04
7.1040E+07	6.7585E-03	5.4546E-04
7.1572E+07	6.8313E-03	5.5091E-04
7.2102E+07	6.9042E-03	5.5634E-04
7.2630E+07	6.9771E-03	5.6177E-04
7.3156E+07	7.0500E-03	5.6720E-04
7.3680E+07	7.1229E-03	5.7262E-04
7.4201E+07	7.1958E-03	5.7803E-04
7.4720E+07	7.2687E-03	5.8344E-04
7.5236E+07	7.3416E-03	5.8884E-04
7.5750E+07	7.4145E-03	5.9424E-04
7.6263E+07	7.4874E-03	5.9963E-04
7.6773E+07	7.5603E-03	6.0501E-04
7.7281E+07	7.6332E-03	6.1039E-04
7.7786E+07	7.7061E-03	6.1576E-04
7.8289E+07	7.7790E-03	6.2113E-04
7.8791E+07	7.8520E-03	6.2649E-04
7.9291E+07	7.9249E-03	6.3185E-04
7.9789E+07	7.9978E-03	6.3720E-04
8.0000E+07	8.0290E-03	6.3949E-04

===================================================
NOTE: Do not change number of header lines in file!
===================================================
